epoch,train_loss,val_loss,val_rmse_v,val_rmse_omega
81,0.0033373980409058396,0.0027210638071878245,0.01029021106660366,0.025506751611828804
82,0.0032502776666810196,0.0026979613859812466,0.008736647665500641,0.025469588115811348
83,0.0032719000456835575,0.0027819930544595397,0.011307123117148876,0.025757335126399994
84,0.0032271735156930263,0.0026589609163425614,0.009469978511333466,0.0252410676330328
85,0.0032572085888830666,0.002684125002767695,0.008847875520586967,0.025400560349225998
86,0.0032474603570875325,0.0028377701595211713,0.009164814837276936,0.026136282831430435
87,0.0032593336805425877,0.0026814568510421656,0.008953932672739029,0.025388004258275032
88,0.0032561230057280596,0.0027495771757901854,0.008390044793486595,0.02575448341667652
89,0.003215797695386734,0.0026987414978640644,0.010959931649267673,0.02536841109395027
90,0.003234590863659825,0.0028095941407980315,0.009528636001050472,0.025993982329964638
91,0.0031993537175505436,0.002802288321818283,0.009809802286326885,0.02594645507633686
92,0.0031899900158419746,0.0026836893437697626,0.008741441182792187,0.025413747876882553
93,0.003180507949631837,0.0028547674075490906,0.009096444584429264,0.026235705241560936
94,0.0031672324009958722,0.002721488054699162,0.009089290164411068,0.025588497519493103
95,0.0031309637128235867,0.002687190919468384,0.008462153375148773,0.025449654087424278
96,0.003120076628420999,0.002786976066373431,0.009628592059016228,0.025889474898576736
97,0.0031177978933974336,0.002711544605417614,0.008449089713394642,0.02557334117591381
98,0.0031029676700114165,0.002811212675828647,0.00872889906167984,0.026048390194773674
99,0.0031224706246530984,0.002741388006260592,0.009342886507511139,0.025682345032691956
100,0.0031041549203163913,0.002693294306869427,0.008623521775007248,0.025480352342128754
101,0.0030807651980020857,0.0027794981042244004,0.008441926911473274,0.025914106518030167
102,0.0030925311019081906,0.0027622012800256317,0.009614456444978714,0.025780167430639267
103,0.0031008021963389257,0.002712958558622979,0.008553844876587391,0.02558123879134655
104,0.0030359656705848063,0.0027624951880514336,0.0096422228962183,0.025779753923416138
105,0.003083692397444186,0.0026965961389412933,0.008852969855070114,0.02549113892018795
106,0.003048457058043328,0.0027226828128928274,0.008705805987119675,0.025632347911596298
107,0.003042317134685799,0.002744467740735868,0.010176867246627808,0.025664519518613815
108,0.003040109269102955,0.0027319214136326355,0.008342518471181393,0.02569700963795185
109,0.003175775837000207,0.0028504904372947354,0.009097597561776638,0.026226786896586418
110,0.0031266220825202228,0.002747467101293139,0.00875859521329403,0.025761738419532776
111,0.0030400272056238546,0.0027487038280458397,0.008674338459968567,0.02576395496726036
112,0.003060663557846627,0.002757396865368745,0.009751452133059502,0.0257683414965868
113,0.0029708736306496225,0.002705873502641203,0.008406078442931175,0.0255739688873291
114,0.003011286824279956,0.0027446466844537826,0.009222936816513538,0.025730663910508156
115,0.0031171537040746186,0.002903978416638262,0.008844339288771152,0.026505691930651665
116,0.00312052588255835,0.0027573046967405025,0.010992126539349556,0.02571898140013218
117,0.003006679521303708,0.002992517942602804,0.009066366590559483,0.026926279067993164
118,0.003033584040193771,0.0027621072359409844,0.010928242467343807,0.02573966607451439
119,0.003073381736216726,0.0027203631540537593,0.008773808367550373,0.025640351697802544
120,0.002987138071676881,0.002727955802005123,0.009717412292957306,0.025630567222833633
121,0.0029297264434351325,0.00285151916440202,0.010654649697244167,0.02618282474577427
122,0.002925698440789687,0.002705965596072946,0.008801354095339775,0.025566279888153076
123,0.002892957480138577,0.0027993925469459603,0.008378805592656136,0.026045111939311028
124,0.0029015275444146975,0.002747543395104769,0.010545753873884678,0.025690237060189247
125,0.002930226733380244,0.0027795421075450175,0.008578699082136154,0.025940287858247757
126,0.0030057488441528482,0.0027636264174570593,0.008555913344025612,0.025863660499453545
127,0.0028802338104075473,0.002734907907790295,0.009232423268258572,0.025694889947772026
128,0.0028946435507348676,0.002859641572251096,0.008911662735044956,0.026316016912460327
129,0.0029253004299518814,0.0029270028501624267,0.009409887716174126,0.026614846661686897
130,0.002876079707259209,0.0027808206953536096,0.009185406379401684,0.0259248074144125
131,0.0028624017383459596,0.0027761964086202556,0.009658762253820896,0.025877032428979874
132,0.00284376963246346,0.002718620972026086,0.008786733262240887,0.025637077167630196
133,0.00287038985605388,0.00277193026499083,0.008672669529914856,0.025911802425980568
134,0.0028657008390835423,0.002784247959086128,0.009628644213080406,0.025916336104273796
135,0.002906712688585969,0.0027373586263302625,0.009446633979678154,0.025708215311169624
136,0.002824906504558097,0.0028345866889679474,0.009120576083660126,0.026189325377345085
137,0.0028700822681280375,0.002853554242923321,0.009998402558267117,0.026244409382343292
138,0.002845308472817377,0.0027668306305469793,0.009335653856396675,0.02586703933775425
139,0.0028638378564015917,0.002780303143468378,0.008875025436282158,0.025947697460651398
140,0.002804646337810269,0.0028524820305157505,0.010302387177944183,0.026233132928609848
141,0.0027892850358536355,0.0027815083500764303,0.008753827773034573,0.02595449611544609
142,0.0027936636427229986,0.0027520911256742604,0.009245464578270912,0.025795714929699898
143,0.0028003556744694647,0.0029154818351313687,0.009204392321407795,0.02658000960946083
144,0.002817185745752384,0.002809030342508446,0.008654182776808739,0.02610071375966072
145,0.0027965230396824452,0.00280473324521467,0.009353688918054104,0.026044346392154694
146,0.002774264073014657,0.0027809827811303037,0.010587752796709538,0.025870010256767273
