epoch,train_loss,val_loss,val_standard_loss,val_rmse_v,val_rmse_omega
34,0.7460272406276903,0.34449513799307363,0.14345668034245637,0.5248770713806152,0.03536349907517433
35,0.7457671794579345,0.3316671124949361,0.14296008498463408,0.5245185494422913,0.03423977270722389
36,0.7464416127116718,0.3324268597443372,0.1425798890606457,0.5241758227348328,0.033511944115161896
37,0.7450217809819565,0.3308264429600823,0.1425702449995161,0.523880660533905,0.03404868766665459
38,0.7451433643677495,0.3337161936704686,0.14304735102006141,0.5244138836860657,0.03474816307425499
39,0.7472445176302285,0.32981032498230206,0.14239384095795107,0.523576021194458,0.03400344029068947
40,0.7428756086619447,0.32668163829686625,0.14176410086304936,0.5230347514152527,0.03268183767795563
41,0.741522635199437,0.34486592743570443,0.1429055438728522,0.523664653301239,0.03565295785665512
42,0.742177461831702,0.3348400430963529,0.14215237316706322,0.5228275656700134,0.034529995173215866
43,0.7403916045069525,0.3274954961033057,0.14191137051937597,0.5231040716171265,0.03311469778418541
44,0.7391425132921037,0.32945119722789484,0.14185049833840882,0.5226966142654419,0.03367968276143074
45,0.7389736334935021,0.3277836576202847,0.14180236176544467,0.522528886795044,0.0338338278234005
46,0.7385919568040124,0.3300462780606668,0.14214302860940528,0.5225069522857666,0.03510427474975586
47,0.7386334990369816,0.33369198352690566,0.14199352096642878,0.5226269364356995,0.03433560952544212
48,0.7374987279198757,0.3298716028005082,0.14153622574364114,0.5221256613731384,0.03361733630299568
49,0.7378069030950283,0.33129463487903016,0.14194706151422287,0.5221521258354187,0.03506236895918846
50,0.737060010433197,0.32524061834575324,0.141371723239785,0.5216834545135498,0.0338774174451828
51,0.7360616439945498,0.3247876527490995,0.14121128737137018,0.5217600464820862,0.033122725784778595
52,0.7369224498655176,0.32922573871170446,0.14214181909892734,0.5221887230873108,0.035702161490917206
53,0.7359433443753173,0.33031581273142074,0.1419826237275111,0.5216622352600098,0.03608442470431328
54,0.7354791648526958,0.3264603108562381,0.14146144372343228,0.5216312408447266,0.03429890051484108
55,0.7340437320523377,0.32685247981390414,0.1414162785012201,0.5217952728271484,0.03383965417742729
56,0.7338843438906826,0.32190580458830526,0.14112650899105514,0.5214303731918335,0.0334659107029438
57,0.7325989237720224,0.3208217352431342,0.14081632099206873,0.5208921432495117,0.03335206210613251
58,0.7325093488435488,0.32976094273147205,0.1412633951037925,0.5214023590087891,0.03400232642889023
59,0.7330028213783145,0.3206256918165068,0.14067118239915924,0.5207525491714478,0.03307269513607025
60,0.7324271881224251,0.31980261354651673,0.14078634607278748,0.5206722021102905,0.03367375209927559
61,0.7321872810381405,0.32328133492280314,0.14085592250555556,0.5211451053619385,0.032993510365486145
62,0.7318009626475371,0.3369985400446203,0.14193084535022446,0.5210539102554321,0.03700048476457596
63,0.7359440532720953,0.3320347032207527,0.14125408824311186,0.5208215713500977,0.03507015109062195
64,0.732968513266969,0.31927101659458995,0.1406840474795032,0.52037113904953,0.03385800123214722
65,0.7311923714993179,0.3321921154363266,0.14157369422004712,0.5207569599151611,0.036319684237241745
66,0.7325662951042099,0.32153429377157955,0.14082541755887845,0.5205525755882263,0.03404051437973976
67,0.7311990009263094,0.31844746395452134,0.1404092116466421,0.5201306939125061,0.033322323113679886
68,0.7297458639355167,0.3208333799578496,0.14065945168204655,0.5203005075454712,0.033904947340488434
69,0.7295030376650022,0.32315780015181234,0.14098104489165425,0.5206423401832581,0.03443387895822525
70,0.7288380825672177,0.32841690664259804,0.140965990771521,0.5201886892318726,0.03522273898124695
71,0.7294137063270613,0.319436533857655,0.14031632772541994,0.5201788544654846,0.03285078704357147
72,0.7272635282866476,0.32379631964576167,0.14044235592448948,0.5198478698730469,0.03397537022829056
73,0.7272070565739194,0.3197422193375644,0.14040342412444928,0.5197955965995789,0.033937353640794754
74,0.7285872207766406,0.32135310334875095,0.14042331446085546,0.5199245810508728,0.03374963253736496
75,0.72855724879722,0.3239697002811937,0.14097572749616294,0.5197608470916748,0.03603208810091019
76,0.7280139083713081,0.32703711201023583,0.1407155164128897,0.5200207829475403,0.03463377431035042
77,0.7269630748381146,0.3182708971350398,0.1402449280714357,0.5197442173957825,0.033444806933403015
78,0.7275336356793833,0.32159639727200895,0.14029311521953305,0.5197243094444275,0.03365688398480415
79,0.7262447852837411,0.32125375039924847,0.14018698238971217,0.51951664686203,0.03365008905529976
80,0.7258093855628588,0.3200030309080288,0.14058488178134754,0.5198472738265991,0.03449690714478493
81,0.7292751047553582,0.32093122591640777,0.14075381461752962,0.5196154117584229,0.03551901504397392
82,0.7275745369292594,0.31828362726612597,0.14043818616511805,0.5192981362342834,0.03499143198132515
83,0.726949167031143,0.32291291960027835,0.14068250575207716,0.5202670693397522,0.03402845934033394
84,0.7257471797646025,0.3200335083220968,0.14048244596909212,0.5196128487586975,0.034571126103401184
85,0.7241533506306611,0.31881929154427635,0.14003749887477482,0.5193865299224854,0.03335893899202347
86,0.7242256196091219,0.3185299329015593,0.14019034057855606,0.5197380781173706,0.033244382590055466
87,0.7236123210505435,0.32063299674072016,0.13994081614428008,0.5189424753189087,0.0338449664413929
88,0.7227300029051932,0.317004556490096,0.14000317197761789,0.519288182258606,0.033425018191337585
89,0.7243745599159306,0.3161571380121029,0.14015216044834908,0.5190319418907166,0.03445403277873993
90,0.7256779591864237,0.318919870237641,0.140708552981844,0.5191718935966492,0.03617626428604126
91,0.7256771317586451,0.31948798125153344,0.14075983004854214,0.5193315744400024,0.036034975200891495
92,0.7243887915211077,0.31832414036555007,0.14046422283578391,0.519029974937439,0.035577770322561264
93,0.7234175412108854,0.3184671877630499,0.14054016448211987,0.519695520401001,0.03463269770145416
94,0.7246034710878668,0.31716474347951396,0.14032449158809043,0.5189368724822998,0.035237375646829605
95,0.7229771259668711,0.3269652103548808,0.14103131228132754,0.5192129611968994,0.037186700850725174
96,0.721792557670246,0.3198234193175044,0.1400413786042605,0.5191448330879211,0.033817000687122345
97,0.721352690144589,0.31980301893704777,0.1398495069106683,0.5187540054321289,0.03386847674846649
98,0.7216671695071637,0.3264534721113988,0.14042746270729217,0.5189187526702881,0.0356244295835495
99,0.7210556259365543,0.31610875729693483,0.1396618980346926,0.5187150239944458,0.03324420750141144
100,0.7211231690212808,0.3214761530918791,0.13990665656446621,0.518662691116333,0.03424620255827904
101,0.722048547749499,0.31867075854579346,0.13995477838429393,0.5188679695129395,0.034029271453619
102,0.7227229541260352,0.31932956483585156,0.14019267004452005,0.5192782282829285,0.034092675894498825
103,0.7214608428149271,0.31492160369228844,0.13967042273243532,0.5188149809837341,0.03308593109250069
104,0.7210323593524917,0.3145893577313581,0.13956505548677697,0.5187695026397705,0.032772473990917206
105,0.7209034583307432,0.3155016015894366,0.13982704035098978,0.518801212310791,0.03367093950510025
106,0.7202570395144087,0.3204073142136959,0.13991086461291408,0.5188512206077576,0.03387797623872757
107,0.719509639661987,0.32485870957769303,0.14015061215849112,0.5190703272819519,0.034340254962444305
108,0.7212549710850288,0.32592925103689663,0.1411443847595461,0.5188119411468506,0.03822370991110802
109,0.7221017028834369,0.31421850858539935,0.13970545763211534,0.5186209082603455,0.033573001623153687
110,0.7234025996067107,0.3143466063682607,0.13947801948185787,0.5180404186248779,0.033834923058748245
111,0.7211005901374654,0.3244830915667363,0.14028919118129654,0.5188956260681152,0.035165347158908844
112,0.7192581068740291,0.31611447430999073,0.13963577679253572,0.5188224911689758,0.03292084112763405
113,0.7217925636900607,0.3187390872776903,0.1398326237470109,0.5185248255729675,0.034195221960544586
114,0.7218078762335255,0.31622404067326854,0.13977714238182598,0.5180049538612366,0.034991998225450516
115,0.7194782649809401,0.31388650015489944,0.13933717227534742,0.518337607383728,0.03272639214992523
116,0.7186988729501347,0.3186465525469243,0.13996318485957898,0.5188314914703369,0.03410928323864937
117,0.7192027399244891,0.31770568020296414,0.13978743794935428,0.5186312794685364,0.033838171511888504
118,0.7184194543453233,0.3134294770016576,0.1393339190854142,0.5180841684341431,0.03321516886353493
119,0.7183573930226214,0.31703847597371665,0.13970509872136527,0.5182977914810181,0.03417167067527771
120,0.718460794278602,0.3278491846378276,0.14039264338103352,0.5185902714729309,0.03605566918849945
121,0.7203360130403662,0.32262151338012013,0.14009531843938575,0.5187733769416809,0.03466265648603439
122,0.7189250773250803,0.31778629321530955,0.13983023551520923,0.5182112455368042,0.03477422893047333
123,0.7182275011902344,0.31595692670108466,0.13931024138698514,0.5177412629127502,0.03377095237374306
124,0.7163391085301829,0.32035982026564364,0.13989460695263567,0.5181547403335571,0.03510076552629471
125,0.7163209458163927,0.3193251771840039,0.13951935939836185,0.5181620717048645,0.033728983253240585
126,0.7156219754585331,0.31641692248795994,0.13935022431098862,0.518034040927887,0.033334024250507355
127,0.7152991064242584,0.3162024790877538,0.13951195993565566,0.5178819298744202,0.03425086662173271
128,0.7163863282963358,0.3145676940087451,0.1392414319692858,0.5180045366287231,0.03298434242606163
129,0.7163407932304556,0.317175098898395,0.1395776142051678,0.5183026790618896,0.03367247432470322
130,0.7162145213416087,0.31941081751261324,0.13971169707396172,0.5181508660316467,0.03445861488580704
131,0.7153832431707748,0.31908368087367506,0.13956191874300408,0.5178783535957336,0.03440719470381737
132,0.715657262680032,0.3173868806156891,0.13943540931537451,0.5180075168609619,0.0337190255522728
133,0.7155502862475844,0.31726472543564854,0.13962249191391546,0.5183860063552856,0.03365742787718773
134,0.7155160093375325,0.3172514183039697,0.1394971919967639,0.5179281830787659,0.03409147635102272
135,0.7176727383777732,0.3161863809981883,0.1398192664349316,0.5181772112846375,0.034783802926540375
136,0.717213830941093,0.31834534846789,0.13969947550667833,0.51800537109375,0.034671951085329056
137,0.7158568537930506,0.3159550695821939,0.13942655619998642,0.5178046822547913,0.03406267985701561
138,0.7160502592496478,0.3169326226640221,0.13969455378142415,0.5180709958076477,0.034534625709056854
139,0.7155802300780121,0.32024326654064733,0.1396292479129027,0.5177834033966064,0.03480801358819008
140,0.716642608344131,0.3261614013586613,0.13990297518818584,0.5179808139801025,0.0354289673268795
141,0.7150759606239298,0.3188458656435771,0.13973107124795978,0.517884373664856,0.03500951826572418
142,0.7142772224346231,0.3145232337792188,0.1393694518417712,0.5177377462387085,0.033963706344366074
143,0.7148877796034725,0.31683246603864706,0.13955061152478718,0.5177958607673645,0.03451293706893921
144,0.7155860135090639,0.3257850255595138,0.13993519061053825,0.5180626511573792,0.035382382571697235
145,0.7155236042241114,0.3244435940159867,0.14034548717618778,0.5185981392860413,0.03585315868258476
146,0.7186295125596385,0.31652070631254586,0.13946258128676192,0.5176747441291809,0.034410737454891205
147,0.7145210280696495,0.3171903718978364,0.1394478421140191,0.5177606344223022,0.034200407564640045
148,0.7139024173212933,0.31986043064404795,0.13991599135248867,0.5180562734603882,0.03533592075109482
149,0.7137989155089702,0.31599778607981094,0.13940523969416588,0.5175874829292297,0.034379083663225174
150,0.7141100882127309,0.31673958078520187,0.13975687246054214,0.5180431008338928,0.034808166325092316
151,0.7147726815930471,0.3222278864770536,0.1397187172478398,0.5178499817848206,0.03501733019948006
152,0.7132587261593358,0.32161437290788486,0.1398725150930171,0.5181295871734619,0.03501800075173378
153,0.7141188545891775,0.32185775288288165,0.13986322407098795,0.5183904767036438,0.034500233829021454
154,0.7150228004876106,0.3252841832227265,0.14010025289477102,0.5178195238113403,0.03639201447367668
155,0.7140412486633908,0.3263901900376705,0.14077572169288105,0.5183638334274292,0.037689704447984695
156,0.713820578278722,0.31793786486647774,0.13953188545261788,0.5176700353622437,0.03467877209186554
157,0.7129437301949112,0.3170855295973898,0.13931071832282654,0.5175120830535889,0.03415962681174278
158,0.7125907869291509,0.31930887708995515,0.13949805285954317,0.517566442489624,0.03473449498414993
159,0.7123884816427488,0.31638504801601763,0.13918993296410073,0.5174840092658997,0.033769380301237106
160,0.7123726034910547,0.318669769444213,0.13976656157054648,0.5178269743919373,0.035210467875003815
161,0.714811748707108,0.3301008097975459,0.14095633521380013,0.5184521675109863,0.03815270960330963
162,0.713583106591047,0.32283818998084163,0.13969700926581755,0.5179928541183472,0.034633174538612366
163,0.7134069614695282,0.3176462117409864,0.13958452084403955,0.5179231762886047,0.034362830221652985
