timestamp_ns,timestamp_sec_from_start,topic,header.frame_id,header.stamp.nanosec,header.stamp.sec,twist.covariance,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z
1768890668999431714,1.445801619,/aiformula_sensing/vectornav/velocity_body,vectornav,924571727,1768890668,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.00047666451428085566,-0.0003230540605727583,0.001871954184025526,-0.0012515165144577622,-0.03490854799747467,-0.06248387694358826
1768890669043653333,1.490023238,/aiformula_sensing/vectornav/velocity_body,vectornav,974475846,1768890668,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0007852446287870407,0.0009984965436160564,-0.0009496483253315091,-0.0030937171541154385,-0.034905485808849335,-0.06307225674390793
1768890669122059294,1.568429199,/aiformula_sensing/vectornav/velocity_body,vectornav,24397917,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0006091778632253408,0.0007010821718722582,-0.0007723604794591665,-0.004935620818287134,-0.03532803803682327,-0.06324968487024307
1768890669187579542,1.633949447,/aiformula_sensing/vectornav/velocity_body,vectornav,75396763,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0001394620630890131,0.0003492801042739302,0.00039010378532111645,-0.006299723871052265,-0.03538675978779793,-0.06384778022766113
1768890669271439489,1.717809394,/aiformula_sensing/vectornav/velocity_body,vectornav,125202418,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.00011286791414022446,-0.0007326870691031218,0.00019942823564633727,-0.017541252076625824,-0.027306020259857178,-0.06449338048696518
1768890669367424855,1.81379476,/aiformula_sensing/vectornav/velocity_body,vectornav,175102025,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.001041941111907363,-0.0014008895959705114,-1.8845894373953342e-06,-0.016700027510523796,-0.027392864227294922,-0.06499137729406357
1768890669437012201,1.883382106,/aiformula_sensing/vectornav/velocity_body,vectornav,225132448,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0005413990002125502,0.002406880259513855,-1.844449434429407e-05,-0.016339030116796494,-0.027472209185361862,-0.06440652906894684
1768890669528128513,1.974498418,/aiformula_sensing/vectornav/velocity_body,vectornav,274923319,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0010645072907209396,0.0005504573346115649,-0.00038390164263546467,-0.016579516232013702,-0.027012698352336884,-0.0647345632314682
1768890669616821226,2.063191131,/aiformula_sensing/vectornav/velocity_body,vectornav,324863502,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.00015977723523974419,7.082146476022899e-05,0.0009694852633401752,-0.019184082746505737,-0.03012010082602501,-0.06439698487520218
1768890669684711473,2.131081378,/aiformula_sensing/vectornav/velocity_body,vectornav,374783717,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0003798502730205655,0.00033400338725186884,-0.00034374569077044725,-0.01945040374994278,-0.03028082475066185,-0.06419093161821365
1768890669843070924,2.289440829,/aiformula_sensing/vectornav/velocity_body,vectornav,424913566,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.00034146057441830635,-0.00018928750068880618,-0.00038955837953835726,-0.0194022748619318,-0.02971048094332218,-0.06432833522558212
1768890669897853953,2.344223858,/aiformula_sensing/vectornav/velocity_body,vectornav,474583795,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.00039355969056487083,-0.0011733572464436293,-0.00040207640267908573,-0.01976175792515278,-0.030033189803361893,-0.06404238939285278
1768890669978317623,2.424687528,/aiformula_sensing/vectornav/velocity_body,vectornav,524490890,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.024744870141148567,0.002536799293011427,-0.008938407525420189,-0.014118081890046597,-0.0334458090364933,-0.06250326335430145
1768890670048408523,2.494778428,/aiformula_sensing/vectornav/velocity_body,vectornav,574389921,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.003927459474653006,-0.003620001720264554,0.00534253753721714,-0.013799307867884636,-0.039420221000909805,-0.0625978410243988
1768890670102343772,2.548713677,/aiformula_sensing/vectornav/velocity_body,vectornav,624283672,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0024970087688416243,-0.0011194853577762842,0.008305946364998817,-0.014443454332649708,-0.03212238848209381,-0.06392276287078857
1768890670166592428,2.612962333,/aiformula_sensing/vectornav/velocity_body,vectornav,675249750,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0007152499165385962,0.0015434426022693515,0.0025757411494851112,-0.016274278983473778,-0.027874555438756943,-0.062394674867391586
1768890670230900637,2.677270542,/aiformula_sensing/vectornav/velocity_body,vectornav,775093604,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.00026401528157293797,0.00040297521627508104,-0.0027965547051280737,-0.01595427468419075,-0.03338008373975754,-0.06380226463079453
1768890670282261693,2.728631598,/aiformula_sensing/vectornav/velocity_body,vectornav,825047899,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0023503866977989674,0.0005199528532102704,4.388228990137577e-05,-0.016086559742689133,-0.03452706336975098,-0.06368397921323776
1768890670348047415,2.79441732,/aiformula_sensing/vectornav/velocity_body,vectornav,874886930,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.00031777401454746723,0.0015942591708153486,-0.003477344522252679,-0.017406119033694267,-0.03382779657840729,-0.06384523957967758
1768890670417998763,2.864368668,/aiformula_sensing/vectornav/velocity_body,vectornav,924902538,1768890669,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.5669502317905426e-06,0.00022309939959086478,0.0021457779221236706,-0.02262919768691063,-0.03145769238471985,-0.06329650431871414
1768890670479570091,2.925939996,/aiformula_sensing/vectornav/velocity_body,vectornav,24644727,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",1.063244417309761e-05,0.0004950902075506747,-0.00019445904763415456,-0.02203325554728508,-0.030784735456109047,-0.06239791959524155
1768890670546871406,2.993241311,/aiformula_sensing/vectornav/velocity_body,vectornav,74550702,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-3.482145257294178e-05,0.0005324495723471045,0.0011704865610226989,-0.022406073287129402,-0.030795760452747345,-0.06259440630674362
1768890670619510739,3.065880644,/aiformula_sensing/vectornav/velocity_body,vectornav,124473734,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0007990349549800158,-0.0012328721350058913,-0.000502726819831878,-0.02928864397108555,-0.023603294044733047,-0.06059172376990318
1768890670679924843,3.126294748,/aiformula_sensing/vectornav/velocity_body,vectornav,224329396,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.00043285684660077095,-0.00014650712546426803,0.0003854263050016016,-0.029586663469672203,-0.024012641981244087,-0.06086781248450279
1768890670741375210,3.187745115,/aiformula_sensing/vectornav/velocity_body,vectornav,275183889,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.00019593024626374245,0.0006960374303162098,-0.001000105170533061,-0.029888253659009933,-0.024363430216908455,-0.060432761907577515
1768890670807446726,3.253816631,/aiformula_sensing/vectornav/velocity_body,vectornav,325116328,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0009390327613800764,-2.0924839191138744e-05,0.00025881308829411864,-0.03180753439664841,-0.02598494477570057,-0.05996599793434143
1768890670874735178,3.321105083,/aiformula_sensing/vectornav/velocity_body,vectornav,375101088,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0002662534825503826,-1.7972575733438134e-05,0.00010610755998641253,-0.031896594911813736,-0.025921190157532692,-0.05934421718120575
1768890670942982803,3.389352708,/aiformula_sensing/vectornav/velocity_body,vectornav,474884109,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.001113006379455328,-0.0010264725424349308,-0.0007330195512622595,-0.032573215663433075,-0.026123790070414543,-0.05964163690805435
1768890671009399025,3.45576893,/aiformula_sensing/vectornav/velocity_body,vectornav,524980614,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-6.493995897471905e-05,7.985509000718594e-07,-0.0005058409878984094,-0.035231441259384155,-0.02721794694662094,-0.059184830635786057
1768890671062136826,3.508506731,/aiformula_sensing/vectornav/velocity_body,vectornav,574821084,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0005907786544412374,-0.0012623996008187532,-0.0013374655973166227,-0.03550291061401367,-0.02762293815612793,-0.05920743569731712
1768890671124410814,3.570780719,/aiformula_sensing/vectornav/velocity_body,vectornav,624641299,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0009649062994867563,-0.00010775969712994993,7.825827924534678e-05,-0.03566505014896393,-0.02786516211926937,-0.05965261533856392
1768890671188285676,3.634655581,/aiformula_sensing/vectornav/velocity_body,vectornav,724435105,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.00019147316925227642,0.0011165743926540017,-0.0003913574619218707,-0.030616650357842445,-0.0257558673620224,-0.058383144438266754
1768890671242989089,3.689358994,/aiformula_sensing/vectornav/velocity_body,vectornav,774345080,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2.3745466023683548e-05,0.00046678612125106156,1.4861579984426498e-05,-0.030651850625872612,-0.026113754138350487,-0.058796368539333344
1768890671313334071,3.759703976,/aiformula_sensing/vectornav/velocity_body,vectornav,825252885,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2.284371294081211e-05,-0.0006611134158447385,-0.00018301105592399836,-0.030817391350865364,-0.026122896000742912,-0.059045836329460144
1768890671382007651,3.828377556,/aiformula_sensing/vectornav/velocity_body,vectornav,925071395,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.000341770239174366,0.0025247593875974417,-0.00022120994981378317,-0.03126923367381096,-0.027151111513376236,-0.059258583933115005
1768890671437396156,3.883766061,/aiformula_sensing/vectornav/velocity_body,vectornav,975027931,1768890670,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.00034031481482088566,-0.00019693543436005712,0.00011050584726035595,-0.03152542561292648,-0.027086984366178513,-0.05955829471349716
1768890671504505663,3.950875568,/aiformula_sensing/vectornav/velocity_body,vectornav,24947794,1768890671,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0005617988063022494,-0.00034785267780534923,0.00063615437829867,-0.03178893402218819,-0.027067968621850014,-0.05949556827545166
1768890671577937384,4.024307289,/aiformula_sensing/vectornav/velocity_body,vectornav,124737760,1768890671,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.00010348949581384659,0.00021402849233709276,-0.0004053108859807253,-0.03119206614792347,-0.031103266403079033,-0.05878153815865517
1768890671637890942,4.084260847,/aiformula_sensing/vectornav/velocity_body,vectornav,174655127,1768890671,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.00014523416757583618,8.90973606146872e-05,0.0007148685399442911,-0.03181561827659607,-0.03126467391848564,-0.05874880403280258
1768890671703625048,4.149994953,/aiformula_sensing/vectornav/velocity_body,vectornav,224593326,1768890671,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.014983482658863068,0.003185223788022995,-0.017940927296876907,-0.03201185166835785,-0.03141890466213226,-0.058766838163137436
1768890671772990632,4.219360537,/aiformula_sensing/vectornav/velocity_body,vectornav,274488101,1768890671,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",-0.0068116458132863045,-0.0037222763057798147,-0.019205458462238312,-0.03139175474643707,-0.03751722350716591,-0.0585516057908535
1768890671839471046,4.285840951,/aiformula_sensing/vectornav/velocity_body,vectornav,375266585,1768890671,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.0007873645517975092,0.00014327582903206348,0.007284531369805336,-0.030571645125746727,-0.03291194885969162,-0.05894402042031288
1768890671905815108,4.352185013,/aiformula_sensing/vectornav/velocity_body,vectornav,425219920,1768890671,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",0.00020430725999176502,0.0003054099215660244,0.006408337969332933,-0.03136468306183815,-0.029201604425907135,-0.05806620791554451
