step,time_sec,cmd_v,cmd_omega,ideal_x,ideal_y,ideal_theta,res_x,res_y,res_theta,pred_delta_x_body,pred_delta_y_body,pred_delta_theta,pred_v_next,pred_omega_next
39,1.9499999999998892,4.0,0.0,7.999999999999545,0.0,0.0,8.002812742211425,0.19820593587676727,0.03902725875377655,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
40,1.9999999999998863,4.0,0.0,8.199999999999534,0.0,0.0,8.202756619500898,0.20716209483842293,0.040002940222620964,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
41,2.0499999999998835,4.0,0.0,8.399999999999523,0.0,0.0,8.402691663264715,0.21631333104208056,0.04097862169146538,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
42,2.0999999999998806,4.0,0.0,8.599999999999511,0.0,0.0,8.602617683173861,0.22565963577618195,0.04195430316030979,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
43,2.149999999999878,4.0,0.0,8.7999999999995,0.0,0.0,8.80253448890791,0.23520100014347256,0.042929984629154205,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
44,2.199999999999875,4.0,0.0,8.999999999999488,0.0,0.0,9.002441890155207,0.24493741506101,0.04390566609799862,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
45,2.249999999999872,4.0,0.0,9.199999999999477,0.0,0.0,9.202339696613054,0.2548688712601727,0.04488134756684303,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
46,2.2999999999998693,4.0,0.0,9.399999999999466,0.0,0.0,9.402227717987882,0.2649953592866686,0.04585702903568745,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
47,2.3499999999998664,4.0,0.0,9.599999999999454,0.0,0.0,9.60210576399544,0.27531686950054446,0.04683271050453186,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
48,2.3999999999998636,4.0,0.0,9.799999999999443,0.0,0.0,9.80197364436097,0.2858333920761947,0.047808391973376274,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
49,2.4499999999998607,4.0,0.0,9.999999999999432,0.0,0.0,10.001831168819397,0.2965449170023709,0.04878407344222069,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
50,2.499999999999858,4.0,0.0,10.19999999999942,0.0,0.0,10.201678147115496,0.30745143408219133,0.0497597549110651,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
51,2.549999999999855,4.0,0.0,10.399999999999409,0.0,0.0,10.40151438900409,0.31855293293315073,0.050735436379909515,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
52,2.599999999999852,4.0,0.0,10.599999999999397,0.0,0.0,10.601339704250217,0.32984940298713,0.05171111784875393,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
53,2.6499999999998494,4.0,0.0,10.799999999999386,0.0,0.0,10.801153902629318,0.3413408334904065,0.05268679931759834,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
54,2.6999999999998465,4.0,0.0,10.999999999999375,0.0,0.0,11.000956793927417,0.35302721350366406,0.05366248078644276,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
55,2.7499999999998437,4.0,0.0,11.199999999999363,0.0,0.0,11.200748187941302,0.36490853190200345,0.05463816225528717,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
56,2.799999999999841,4.0,0.0,11.399999999999352,0.0,0.0,11.400527894478708,0.3769847773749532,0.055613843724131584,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
57,2.849999999999838,4.0,0.0,11.59999999999934,0.0,0.0,11.60029572335849,0.38925593842648,0.056589525192976,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
58,2.899999999999835,4.0,0.0,11.79999999999933,0.0,0.0,11.800051484410817,0.4017220033749999,0.05756520666182041,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
59,2.9499999999998323,4.0,0.0,11.999999999999318,0.0,0.0,11.999794987477339,0.4143829603533894,0.058540888130664825,0.2001410722732544,0.001148058450780809,0.0009756814688444138,4.005643367767334,0.03902726247906685
60,2.9999999999998295,2.0,0.0,12.099999999999312,0.0,0.0,12.099758853677464,0.4207317737580338,0.05820659239543602,0.10016407817602158,0.0004893061122857034,-0.00033429573522880673,2.006563186645508,-0.013371825218200684
61,3.0499999999998266,2.0,0.026372017338871956,12.199999971020839,6.593003379786594e-05,0.001318600866943523,12.199800434829921,0.42687101167869074,0.058741427725180984,0.10022930055856705,0.00030904897721484303,0.0005348353297449648,2.009171962738037,-0.00497860461473465
62,3.099999999999824,2.0,0.05263995751738548,12.29999959510111,0.0003293896334553303,0.003950598742812648,12.299743605991955,0.43283185530243723,0.06092802295461297,0.10012073814868927,8.313357830047607e-05,0.002186595229431987,2.004829168319702,0.03482385724782944
63,3.149999999999821,2.0,0.07870015501976013,12.399997779392569,0.0009211960588828339,0.007885606493800431,12.39963483405002,0.43893359427091516,0.06450863112695515,0.10007741302251816,8.006766620383132e-06,0.003580608172342181,2.003096580505371,0.06452418118715286
64,3.199999999999818,2.0,0.10444974899291992,12.499992156612993,0.001970860611586021,0.013108093943446131,12.499452648104604,0.4455052974166787,0.06919567636214197,0.10003383457660675,0.0001233887014677748,0.004687045235186815,2.0013532638549805,0.08303205668926239
65,3.2499999999998153,2.0,0.1297871321439743,12.599978610810865,0.0036060620856025864,0.019597450550644477,12.59919792258742,0.45260865122901117,0.07492828066460788,0.09999770671129227,0.0001899197668535635,0.005732604302465916,1.999908208847046,0.09951703995466232
66,3.2999999999998124,2.0,0.15461231768131256,12.699950838080378,0.0059521168276574984,0.027328066434709666,12.698851218511761,0.4603518708055831,0.0817091295029968,0.09995333105325699,0.00026162827271036804,0.00678084883838892,1.9981331825256348,0.11662162095308304
67,3.3499999999998096,2.0,0.17882730066776276,12.799899951370707,0.009131445265044984,0.036269431468097295,12.798428764380986,0.46886676442855085,0.08955494570545852,0.09994029253721237,0.00035914109321311116,0.00784581620246172,1.99761164188385,0.13500535488128662
68,3.3999999999998067,2.0,0.20233654975891113,12.899814137891177,0.013263035807467722,0.04638625895604227,12.897931855926673,0.47825285772199727,0.09845068282447755,0.09994379431009293,0.00044939221697859466,0.008895737119019032,1.9977518320083618,0.15349292755126953
69,3.449999999999804,2.0,0.2250472605228424,12.999678376833451,0.018461907595008514,0.05763862198218375,12.99734944493686,0.488600376076515,0.10837413999252021,0.09995324909687042,0.0005254861316643655,0.00992345716804266,1.9981298446655273,0.17189103364944458
70,3.499999999999801,2.0,0.24686980247497559,13.099474224209787,0.024838574354286987,0.06998211210593183,13.096656067761538,0.4999949165237424,0.11929459287784994,0.09995647519826889,0.000586476584430784,0.010920452885329723,1.9982588291168213,0.18994835019111633
71,3.549999999999798,2.0,0.2677180767059326,13.199179670525426,0.03249851281391199,0.0833680159412277,13.195829563700539,0.512521980525403,0.1311917246785015,0.09995952248573303,0.0006352115306071937,0.01189713180065155,1.9983808994293213,0.2081671953201294
72,3.5999999999997954,2.0,0.2875097990036011,13.298769075816391,0.04154163963583929,0.09774350589140693,13.294850943125184,0.5262810604484472,0.14402228756807745,0.09997036308050156,0.0006872910889796913,0.012830562889575958,1.998814582824707,0.22571271657943726
73,3.6499999999997925,2.0,0.3061668276786804,13.398213185274358,0.05206180160574678,0.11305184727534008,13.393689943207725,0.5413607142204087,0.15773413958959281,0.09997999668121338,0.0007376712164841592,0.01371185202151537,1.9991997480392456,0.24230727553367615
74,3.6999999999997897,2.0,0.32361555099487305,13.497479227228826,0.06414628485059726,0.1292326248250828,13.492315491870693,0.5578395133139178,0.1722733664792031,0.09998968988656998,0.0007820390164852142,0.01453922688961029,1.9995874166488647,0.25795355439186096
75,3.749999999999787,2.0,0.3397871255874634,13.596531093747899,0.07787534925955988,0.146221981104455,13.590696390568086,0.5757915303363627,0.18758139829151332,0.10000200569629669,0.0008215840789489448,0.015308031812310219,2.000079870223999,0.2725341320037842
76,3.799999999999784,2.0,0.354617714881897,13.695329602587794,0.09332179437916331,0.16395286684854884,13.688795255768046,0.5952828795793222,0.20359632628969848,0.10001283884048462,0.000855637714266777,0.016014927998185158,2.0005135536193848,0.28597936034202576
77,3.849999999999781,2.0,0.3680488169193268,13.793832837600537,0.11055056354639646,0.18235530769451413,13.786573070132633,0.6163732499514176,0.22025359119288623,0.10002260655164719,0.0008848067373037338,0.016657264903187752,2.000904083251953,0.2982417643070221
78,3.8999999999997783,2.0,0.3800273537635803,13.891996563171427,0.12961839271014228,0.20135667538269209,13.88398859012214,0.6391090909254288,0.23748472589068115,0.10002942383289337,0.0009035304537974298,0.017231134697794914,2.0011768341064453,0.3092179596424103
79,3.9499999999997755,2.0,0.3905061185359955,13.989774706659487,0.15057351051195764,0.22088198130949074,13.98099715302152,0.6635379442475583,0.25521630118601024,0.10003290325403214,0.0009210955468006432,0.017731575295329094,2.0013160705566406,0.3187568485736847
80,3.9999999999997726,2.0,0.39944374561309814,14.087119901389778,0.17345539549665598,0.24085416859014452,14.077558820804807,0.6897000983168828,0.27337838779203594,0.10003867000341415,0.0009372804197482765,0.018162086606025696,2.001546621322632,0.3270397186279297
81,4.04999999999977,2.0,0.4068049192428589,14.18398408153861,0.19829459511158212,0.2611944145522863,14.173630190938924,0.7176242593116072,0.29189680772833526,0.10004281997680664,0.0009492617100477219,0.018518419936299324,2.0017127990722656,0.3339318633079529
82,4.099999999999767,2.0,0.4125606417655945,14.28031911893385,0.22511261104607258,0.2818224466405649,14.269168312210091,0.7473332033405162,0.3106958426069468,0.10004615783691406,0.0009593088179826736,0.018799034878611565,2.0018465518951416,0.3394007682800293
83,4.149999999999764,2.0,0.4166881740093231,14.376077490948912,0.2539218537834803,0.3026568553410299,14.364131088538752,0.7788414347038674,0.3296986266504973,0.10004879534244537,0.0009675134206190705,0.01900278404355049,2.0019516944885254,0.34342312812805176
84,4.199999999999761,2.0,0.41917121410369873,14.47121296799589,0.2847256678549079,0.32361541604621363,14.458478127241756,0.8121546002396263,0.348827215610072,0.1000509038567543,0.0009733177721500397,0.0191285889595747,2.0020363330841064,0.34597229957580566
85,4.249999999999758,2.0,0.41999998688697815,14.565681308531826,0.31751842836405686,0.34461541539056134,14.552170663834874,0.8472707314559721,0.36800338397733867,0.1000523790717125,0.0009775105863809586,0.019176168367266655,2.0020949840545654,0.3470466732978821
86,4.299999999999756,2.0,0.41917121410369873,14.659440949397796,0.3522857075067659,0.3655739760957451,14.645172453525873,0.8841796565549463,0.387148680863902,0.10005319118499756,0.0009800874395295978,0.0191452968865633,2.0021278858184814,0.3466406464576721
87,4.349999999999753,2.0,0.4166881740093231,14.752453679386955,0.38900450838644407,0.3864083847962101,14.737450465211095,0.9228631238850149,0.40618476341478527,0.10005338490009308,0.0009809461189433932,0.019036082550883293,2.0021352767944336,0.344755083322525
88,4.39999999999975,2.0,0.4125606417655945,14.84468528428007,0.42764356204262904,0.40703641688448866,14.828975405748615,0.9632949727369645,0.42503374884836376,0.10005293041467667,0.000979927252046764,0.01884898543357849,2.0021169185638428,0.34139877557754517
89,4.449999999999747,2.0,0.4068049192428589,14.936106152175817,0.46816368231149696,0.42737666284663045,14.919722115721347,1.005441961042187,0.44361852551810443,0.1000518798828125,0.0009774077916517854,0.018584776669740677,2.002075433731079,0.3365860879421234
90,4.499999999999744,2.0,0.39944374561309814,15.02669182876444,0.5105181719733126,0.4473488501272842,15.009670379608837,1.0492631986522123,0.46186319808475673,0.10005021095275879,0.0009727951255626976,0.018244672566652298,2.0020084381103516,0.3303431570529938
91,4.549999999999741,2.0,0.3905061185359955,15.11642351341097,0.5546532722513863,0.4668741560540829,15.098805706005425,1.0947100478997274,0.47969326633028686,0.10004794597625732,0.0009648959967307746,0.01783006824553013,2.001917839050293,0.32269659638404846
92,4.5999999999997385,2.0,0.3800273537635803,15.205288487948463,0.6005086473717098,0.48587552374226084,15.187119365029647,1.1417273381175246,0.49703608895651996,0.1000450849533081,0.000953376293182373,0.0173428226262331,2.001803398132324,0.3136855363845825
93,4.649999999999736,2.0,0.3680488169193268,15.293280471467003,0.6480178952237485,0.5042779645882262,15.27460852477991,1.1902539794104618,0.5138212542515248,0.10004153102636337,0.0009381145355291665,0.016785165295004845,2.0016613006591797,0.3033577501773834
94,4.699999999999733,2.0,0.354617714881897,15.380399896086812,0.6971090743675957,0.52200885033232,15.361277155721286,1.2402207010946145,0.5299798517953604,0.10003641992807388,0.000916271295864135,0.01615859754383564,2.0014567375183105,0.29172617197036743
95,4.74999999999973,2.0,0.3397871255874634,15.466654099805513,0.7477052383655742,0.5389982066116923,15.447136484583211,1.2915517607904956,0.5454457316081971,0.10002958029508591,0.0008860632660798728,0.015465879812836647,2.001183032989502,0.2788480818271637
96,4.799999999999727,2.0,0.32361555099487305,15.552057434208363,0.7997249682137416,0.555178984161435,15.532203680567688,1.3441701229993386,0.5601564066018909,0.10002198070287704,0.0008504413417540491,0.014710674993693829,2.0008795261383057,0.2648114562034607
97,4.849999999999724,2.0,0.3061668276786804,15.636631286382277,0.8530828939813918,0.5704873255453681,15.616502683070921,1.397994577209459,0.5740525561850518,0.10001369565725327,0.0008089345064945519,0.013896149583160877,2.0005478858947754,0.24967911839485168
98,4.8999999999997215,2.0,0.2875097990036011,15.720404015554372,0.907690197851704,0.5848628154955473,15.700064290815288,1.452940384184794,0.5870783783029765,0.10000502318143845,0.0007611382752656937,0.01302582211792469,2.0002007484436035,0.23352307081222534
99,4.949999999999719,2.0,0.2677180767059326,15.80341080637695,0.9634550914635717,0.5982487193308432,15.782929158548958,1.5089179697675543,0.5991818017791957,0.09999790787696838,0.0007034290465526283,0.012103423476219177,1.9999163150787354,0.21641886234283447
100,4.999999999999716,2.0,0.24686980247497559,15.885693441747613,1.0202832618456865,0.6105922094545913,15.865134322859044,1.5658474582285806,0.6103120499756187,0.09999115765094757,0.0006512198597192764,0.011130248196423054,1.9996461868286133,0.19834014773368835
101,5.049999999999713,2.0,0.2250472605228424,15.967299999196335,1.0780782812569725,0.6218445724807328,15.946723087785067,1.6236455984944127,0.6204239649232477,0.09998493641614914,0.0006033823010511696,0.010111914947628975,1.9993973970413208,0.1794293224811554
102,5.09999999999971,2.0,0.20233654975891113,16.048284475802966,1.1367419775026733,0.6319613999686777,16.02775934042456,1.6822215353626881,0.6294926048722118,0.09998857975006104,0.0005463894340209663,0.009068639948964119,1.9995430707931519,0.16040903329849243
103,5.149999999999707,2.0,0.17882730066776276,16.12870634711267,1.1961747629992459,0.6409027650020653,16.1083030748827,1.7414846385573497,0.6374874801840633,0.09999586641788483,0.00048503614380024374,0.007994875311851501,1.999834656715393,0.1409676969051361
104,5.199999999999704,2.0,0.15461231768131256,16.208630066057562,1.25627592229004,0.6486333808861305,16.188415145540702,1.8013484819743635,0.6443911383394152,0.10000721365213394,0.00042524264426901937,0.006903658155351877,2.000288486480713,0.12153399735689163
105,5.249999999999702,2.0,0.1297871321439743,16.288124508511043,1.3169438588458056,0.6551227374933288,16.2681555389105,1.8617031428378616,0.6501772121991962,0.10000546276569366,0.00035048500285483897,0.005786073859781027,2.000218629837036,0.10165583342313766
106,5.299999999999699,2.0,0.10444974899291992,16.36726237221304,1.3780763035871846,0.6603452249429745,16.3475852817332,1.9224460900941431,0.6548225458245724,0.09999358654022217,0.0002689555403776467,0.0046453336253762245,1.9997433423995972,0.08136358857154846
107,5.349999999999696,2.0,0.07870015501976013,16.446119536038882,1.4395704887576388,0.6642802326939623,16.426769547420868,1.9834875473689637,0.6583118508569896,0.09998085349798203,0.00019071587303187698,0.003489305032417178,1.9992339611053467,0.060872048139572144
108,5.399999999999693,2.0,0.05263995751738548,16.524774386846282,1.5013232917031079,0.6669122305698314,16.505745757118035,2.04477610145195,0.6606467983219773,0.09996750205755234,0.00016459674225188792,0.0023349474649876356,1.9987001419067383,0.04075793921947479
109,5.44999999999969,2.0,0.026372017338871956,16.603307120990628,1.56323135433544,0.668230831436775,16.584633391162715,2.1061847875419093,0.6618220164673403,0.09997139126062393,8.038580563152209e-05,0.0011752181453630328,1.998855471611023,0.020636707544326782
110,5.499999999999687,2.0,5.143516582334358e-17,16.681799027743654,1.6251911846634273,0.668230831436775,16.663494070498377,2.1676430294698505,0.6618245331803791,0.09998060762882233,1.855604386946652e-05,2.5167130388581427e-06,1.999224305152893,0.00010067224502563477
111,5.5499999999996845,2.0,-0.026372017338871956,16.760331761888004,1.687099247295754,0.6669122305698314,16.742405152872635,2.2290375537996043,0.6606398942415126,0.09998121112585068,-6.293617479968816e-05,-0.0011846389388665557,1.9992483854293823,-0.0210135355591774
112,5.599999999999682,2.0,-0.05263995751738548,16.8389866126954,1.7488520502412237,0.6642802326939623,16.82143187846181,2.2902610675163007,0.6582542586140789,0.0999675914645195,-0.0001504857063991949,-0.0023856356274336576,1.9987035989761353,-0.042785465717315674
113,5.649999999999679,2.0,-0.07870015501976013,16.91784377652124,1.8103462354116786,0.6603452249429745,16.900654805963022,2.3512629086049293,0.654683582996995,0.09998726844787598,-0.00020737983868457377,-0.003570675617083907,1.9994908571243286,-0.0641268640756607
114,5.699999999999676,2.0,-0.10444974899291992,16.99698164022324,1.871478680153057,0.6551227374933288,16.98009808051194,2.4120135879720563,0.6500474112574466,0.10000922530889511,-0.0001837599993450567,-0.004636171739548445,2.00036883354187,-0.08099710941314697
115,5.749999999999673,2.0,-0.1297871321439743,17.07647608267672,1.9321466167088237,0.6486333808861305,17.05980928122588,2.4724466629338844,0.6444052719045885,0.10003006458282471,-0.00013508573465514928,-0.0056421393528580666,2.001202344894409,-0.09589844197034836
116,5.79999999999967,2.0,-0.15461231768131256,17.156399801621614,1.9922477759996184,0.6409027650020653,17.13980311139927,2.532549638934311,0.6377986222971685,0.10005688667297363,-4.385039119370049e-06,-0.006606649607419968,2.0022754669189453,-0.10965367406606674
117,5.8499999999996675,2.0,-0.17882730066776276,17.236821672931317,2.051680561496191,0.6319613999686777,17.220119228109123,2.592198237455224,0.6301696538459964,0.10004311054944992,9.970180690288544e-05,-0.007628968451172113,2.0017242431640625,-0.12633144855499268
118,5.899999999999665,2.0,-0.20233654975891113,17.317806149537947,2.110344257741892,0.6218445724807328,17.30079083252718,2.651340102345709,0.6215219046455331,0.10002803802490234,0.00024403072893619537,-0.008647749200463295,2.0011215209960938,-0.14357341825962067
119,5.949999999999662,2.0,-0.2250472605228424,17.399412706986674,2.168139277153178,0.6105922094545913,17.381885936473754,2.7098935422106023,0.6118873130064912,0.10002386569976807,0.00038405024679377675,-0.0096345916390419,2.0009546279907227,-0.160336434841156
120,5.999999999999659,2.0,-0.24686980247497559,17.481695342357334,2.2249674475352923,0.5982487193308432,17.463470686374244,2.767765748045168,0.601306416606576,0.10002502053976059,0.0005088128382340074,-0.010580896399915218,2.0010008811950684,-0.17636607587337494
