t,x,y,theta,x_ref,y_ref,theta_ref,ex,ey,eth,v_cmd,omega_cmd,front_left_speed,front_right_speed,rear_caster_angle_deg,caster_ok,V,Vdot_theory
0.2,0.7108502318357989,-0.2780370538490241,0.9298542254451645,1.4983669630649028,0.0699745953590335,1.6174629934615634,0.7498390302755307,-0.42312662244975396,0.6876087680163989,1.7701461313707973,0.9103383338743711,1.624491997950898,1.9158002647906966,-12.1883405229158,1.0,0.4274558758181881,-1.3259335616982812
0.22,0.7320194388663531,-0.24966045073553764,0.9480609921226524,1.4980241006167088,0.07696618719607297,1.6221296601282296,0.7120935510300028,-0.43170693417093153,0.6740686680055772,1.6976381118248465,0.8772835224129881,1.5572727482387685,1.8380034754109245,-12.245671760254321,1.0,0.4014019013828629,-1.208948513116993
0.24,0.7518227002834187,-0.22208109431201942,0.9656066625709121,1.4976486145917516,0.0839561028836332,1.6267963267948966,0.6759970549005754,-0.4392528227421879,0.6611896642239845,1.628235904107666,0.846491868243065,1.4927972051887755,1.7636746030265564,-12.317256560931302,1.0,0.3776419628988192,-1.1024765714820417
0.26,0.7703493566901335,-0.19530005874283993,0.9825364999357733,1.4972405131672675,0.0909441901971599,1.6314629934615628,0.6414909868765101,-0.44586526795893294,0.6489264935257895,1.5618385276866935,0.8177848703411577,1.4309929484321082,1.6926841069412788,-12.402700552200264,1.0,0.3559700088981783,-1.0056296268885623
0.28,0.7876830842514222,-0.16931395238852753,0.9988921973425962,1.4967998052307827,0.09793029695191666,1.6361296601282298,0.6085163764780592,-0.4516346226055645,0.6372374627856336,1.4983426173781025,0.7909995537248864,1.3717826887821207,1.6249025459740842,-12.50164931859252,1.0,0.3361973889447546,-0.9175833820222803
0.3,0.8039021683476841,-0.14411566771081646,1.0147121884170938,1.4963265003799193,0.10491427100629913,1.6407963267948968,0.5770144191113543,-0.4566417918952707,0.6260841383778031,1.4376437490453047,0.7659870750005635,1.3150858170452144,1.560201681045395,-12.613782387428406,1.0,0.3181516038248715,-0.8375752893537698
0.32,0.8190797874487458,-0.11969502689017653,1.0300319299171052,1.4958206089221862,0.1118959602651484,1.645462993461563,0.546926929135591,-0.46095928124557484,0.6154310635444578,1.3796374911045546,0.7426114394445988,1.2608196607934188,1.4984553214156904,-12.738807719282052,1.0,0.30167509608051046,-0.7649018671561921
0.34,0.833284299724717,-0.09603933679780569,1.0448841587059974,1.4952821418747555,0.11887521268306322,1.65012966012823,0.5181966889863383,-0.4646521259108457,0.6052455014222327,1.324220232304707,0.7207483261615795,1.2089005001188542,1.4395399644905598,-12.87645662899395,1.0,0.2866240930577715,-0.6989156248112898
0.36,0.8465795269227708,-0.07313386532895828,1.059299125229229,1.4947111109642213,0.12585187626771122,1.6547963267948962,0.49076771421189075,-0.46777871507593444,0.5954972015656672,1.271289827153984,0.7002840160880113,1.1592443845799023,1.3833352697280659,-13.026479075701566,1.0,0.27286751013099764,-0.639021769713278
0.38,0.8590250315933311,-0.05096224961550282,1.0733048055509897,1.4941075286263454,0.1328257990831389,1.6594629934615632,0.46458545061069184,-0.4703915219931194,0.5861581879105735,1.2207460928951859,0.6811144165694717,1.1117677862440705,1.3297243995463013,-13.188639271396037,1.0,0.2602859183883556,-0.5846748230643424
0.4,0.8706763849433967,-0.029506845297721712,1.0869270938823794,1.493471408005786,0.13979682925308062,1.6641296601282303,0.43959691666142275,-0.4725377506924249,0.5772025662458509,1.172491185800593,0.6631441757167926,1.0663881176859062,1.27859425391528,-13.36271156707417,1.0,0.24877057857116633,-0.5353752371725575
0.42,0.8815854235065599,-0.008749024845192212,1.100189977396715,1.4928027629558114,0.14676481496426597,1.6687963267948964,0.41575080199207093,-0.474259908761697,0.5686063493981814,1.126429879532445,0.6462858795864592,1.0230241387986114,1.2298356202662786,-13.548476583927467,1.0,0.23822254124477796,-0.49066608027370917
0.44,0.8918004935103956,0.011330568134201746,1.1131156949884442,1.4921016080379987,0.15372960446972594,1.6734629934615635,0.3929975306397009,-0.4755963147076161,0.5603472984731193,1.082469764197252,0.6304593253157263,0.9815962721467358,1.1833432562477681,-13.745717564410151,1.0,0.22855181188486254,-0.45012983462585565
0.46,0.9013666823410792,0.03075180258045168,1.125724881494759,1.491367958521916,0.16069104609209772,1.6781296601282296,0.37128929622603274,-0.47658154748938,0.5524047786334707,1.0405213813490808,0.6155908635898676,0.942026843174702,1.1390159195234597,-13.954216924626355,1.0,0.2196765786661151,-0.4133853382667743
