step,time_s,cmd_v,cmd_omega,ideal_x,ideal_y,ideal_theta,res_x,res_y,res_theta
17,0.8499999999999517,4.0,0.0,3.3999999999998067,0.0,0.0,3.402103382003086,0.04607285835805203,0.016586584970355034
18,0.8999999999999488,4.0,0.0,3.5999999999997954,0.0,0.0,3.6021978825259637,0.05054026357747146,0.017562266439199448
19,0.949999999999946,4.0,0.0,3.799999999999784,0.0,0.0,3.8022879290446414,0.05520289513571128,0.01853794790804386
20,0.9999999999999432,4.0,0.0,3.9999999999997726,0.0,0.0,4.0023733310825484,0.06006074859415954,0.019513629376888275
21,1.0499999999999403,4.0,0.0,4.199999999999761,0.0,0.0,4.202453898167534,0.06511381932836198,0.02048931084573269
22,1.0999999999999375,4.0,0.0,4.39999999999975,0.0,0.0,4.402529439832053,0.07036210252802642,0.021464992314577103
23,1.1499999999999346,4.0,0.0,4.5999999999997385,0.0,0.0,4.602599765613342,0.07580559319702736,0.022440673783421516
24,1.1999999999999318,4.0,0.0,4.799999999999727,0.0,0.0,4.802664685053603,0.08144428615341069,0.02341635525226593
25,1.249999999999929,4.0,0.0,4.999999999999716,0.0,0.0,5.002724007700185,0.08727817602939868,0.024392036721110344
26,1.299999999999926,4.0,0.0,5.199999999999704,0.0,0.0,5.202777543105765,0.09330725727139504,0.025367718189954758
27,1.3499999999999233,4.0,0.0,5.399999999999693,0.0,0.0,5.40282510082853,0.09953152413999024,0.02634339965879917
28,1.3999999999999204,4.0,0.0,5.599999999999682,0.0,0.0,5.602866490432357,0.10595097070996697,0.027319081127643585
29,1.4499999999999176,4.0,0.0,5.79999999999967,0.0,0.0,5.802901521486993,0.11256559087030577,0.028294762596488
30,1.4999999999999147,4.0,0.0,5.999999999999659,0.0,0.0,6.002930003568238,0.11937537832419082,0.029270444065332413
31,1.549999999999912,4.0,0.0,6.199999999999648,0.0,0.0,6.202951746258131,0.12638032658901602,0.030246125534176826
32,1.599999999999909,4.0,0.0,6.399999999999636,0.0,0.0,6.4029665591451215,0.13358042899639105,0.03122180700302124
33,1.6499999999999062,4.0,0.0,6.599999999999625,0.0,0.0,6.602974251824257,0.1409756786921478,0.032197488471865654
34,1.6999999999999034,4.0,0.0,6.7999999999996135,0.0,0.0,6.802974633897366,0.14856606863634692,0.03317316994071007
35,1.7499999999999005,4.0,0.0,6.999999999999602,0.0,0.0,7.002967514973232,0.15635159160328435,0.03414885140955448
36,1.7999999999998977,4.0,0.0,7.199999999999591,0.0,0.0,7.2029527046677835,0.16433224018149842,0.035124532878398895
37,1.8499999999998948,4.0,0.0,7.399999999999579,0.0,0.0,7.4029300126042665,0.17250800677377678,0.03610021434724331
38,1.899999999999892,4.0,0.0,7.599999999999568,0.0,0.0,7.602899248413434,0.18087888359716364,0.03707589581608772
39,1.9499999999998892,4.0,0.0,7.799999999999557,0.0,0.0,7.802860221733719,0.1894448626829672,0.03805157728493214
40,1.9999999999998863,4.0,0.0,7.999999999999545,0.0,0.0,8.002812742211425,0.19820593587676727,0.03902725875377655
41,2.0499999999998835,4.0,0.0,8.199999999999534,0.0,0.0,8.202756619500898,0.20716209483842293,0.040002940222620964
42,2.0999999999998806,4.0,0.0,8.399999999999523,0.0,0.0,8.402691663264715,0.21631333104208056,0.04097862169146538
43,2.149999999999878,4.0,0.0,8.599999999999511,0.0,0.0,8.602617683173861,0.22565963577618195,0.04195430316030979
44,2.199999999999875,4.0,0.0,8.7999999999995,0.0,0.0,8.80253448890791,0.23520100014347256,0.042929984629154205
45,2.249999999999872,4.0,0.0,8.999999999999488,0.0,0.0,9.002441890155207,0.24493741506101,0.04390566609799862
46,2.2999999999998693,4.0,0.0,9.199999999999477,0.0,0.0,9.202339696613054,0.2548688712601727,0.04488134756684303
47,2.3499999999998664,4.0,0.0,9.399999999999466,0.0,0.0,9.402227717987882,0.2649953592866686,0.04585702903568745
48,2.3999999999998636,4.0,0.0,9.599999999999454,0.0,0.0,9.60210576399544,0.27531686950054446,0.04683271050453186
49,2.4499999999998607,4.0,0.0,9.799999999999443,0.0,0.0,9.80197364436097,0.2858333920761947,0.047808391973376274
50,2.499999999999858,4.0,0.0,9.999999999999432,0.0,0.0,10.001831168819397,0.2965449170023709,0.04878407344222069
51,2.549999999999855,4.0,0.0,10.19999999999942,0.0,0.0,10.201678147115496,0.30745143408219133,0.0497597549110651
52,2.599999999999852,4.0,0.0,10.399999999999409,0.0,0.0,10.40151438900409,0.31855293293315073,0.050735436379909515
53,2.6499999999998494,4.0,0.0,10.599999999999397,0.0,0.0,10.601339704250217,0.32984940298713,0.05171111784875393
54,2.6999999999998465,4.0,0.0,10.799999999999386,0.0,0.0,10.801153902629318,0.3413408334904065,0.05268679931759834
55,2.7499999999998437,4.0,0.0,10.999999999999375,0.0,0.0,11.000956793927417,0.35302721350366406,0.05366248078644276
56,2.799999999999841,4.0,0.0,11.199999999999363,0.0,0.0,11.200748187941302,0.36490853190200345,0.05463816225528717
57,2.849999999999838,4.0,0.0,11.399999999999352,0.0,0.0,11.400527894478708,0.3769847773749532,0.055613843724131584
58,2.899999999999835,4.0,0.0,11.59999999999934,0.0,0.0,11.60029572335849,0.38925593842648,0.056589525192976
59,2.9499999999998323,4.0,0.0,11.79999999999933,0.0,0.0,11.800051484410817,0.4017220033749999,0.05756520666182041
