step,time_s,cmd_v,cmd_omega,ideal_x,ideal_y,ideal_theta,res_x,res_y,res_theta
0,0.0,2.0,0.7853981852531433,0.0,0.0,0.0,0.0,0.0,0.0
1,0.04999999999999716,2.0,0.7853981852531433,0.09997429988548984,0.001963243146356564,0.03926990926265493,0.1000712439417839,0.0009809229522943497,0.03653808310627937
2,0.09999999999999432,2.0,0.7853981852531433,0.19979444663825974,0.007849945406624554,0.07853981852530986,0.2000673510376005,0.005729597439380884,0.07295212894678116
3,0.14999999999999147,2.0,0.7853981852531433,0.29930652481856046,0.017651029912090218,0.1178097277879648,0.29983384282989084,0.01413593137293543,0.10938302055001259
4,0.19999999999998863,2.0,0.7853981852531433,0.3983570940060787,0.031351384100001926,0.15707963705061972,0.3992505537965037,0.026187857540072176,0.14584149420261383
5,0.2499999999999858,2.0,0.7853981852531433,0.49679342539395677,0.048929883016047844,0.19634954631327467,0.49817225706749124,0.041872821519152496,0.1823226809501648
6,0.29999999999998295,2.0,0.7853981852531433,0.5944637372855558,0.07035942188750612,0.23561945557592961,0.5964597603350896,0.06117139141484998,0.2188212387263775
7,0.3499999999999801,2.0,0.7853981852531433,0.6912174291308438,0.09560695791684216,0.27488936483858456,0.6939770402492276,0.08405496012699845,0.2553337588906288
8,0.39999999999997726,2.0,0.7853981852531433,0.7869053137415408,0.12463356123131032,0.3141592741012395,0.7905923387971219,0.11048846286226036,0.2918567918241024
9,0.4499999999999744,2.0,0.7853981852531433,0.881379847326963,0.15739447490999922,0.35342918336389445,0.8861759127113722,0.14043541648071967,0.32838836684823036
10,0.4999999999999716,2.0,0.7853981852531433,0.9744953569958659,0.19383918399576366,0.3926990926265494,0.9806000085921048,0.1738545458040752,0.36492718756198883
11,0.5499999999999687,2.0,0.7853981852531433,1.0661082653734972,0.23391149338563147,0.43196900188920434,1.073738475920176,0.210700561004191,0.40147237479686737
12,0.5999999999999659,2.0,0.7853981852531433,1.1560773119875138,0.277549614479584,0.4712389111518593,1.16546700316445,0.2509237996988462,0.43802331387996674
13,0.649999999999963,2.0,0.7853981852531433,1.244263771081404,0.32468626045410404,0.5105088204145142,1.2556632504069194,0.2944702756631515,0.4745795726776123
14,0.6999999999999602,2.0,0.7853981852531433,1.3305316655195596,0.3752487500135867,0.5497787296771691,1.3442069444144649,0.341281709564468,0.5111408345401287
15,0.7499999999999574,2.0,0.7853981852531433,1.4147479764541768,0.4291591194596351,0.5890486389398241,1.4309800064451927,0.39129556898309986,0.5477068610489368
16,0.7999999999999545,2.0,0.7853981852531433,1.4967828484306882,0.48633424290543914,0.628318548202479,1.515866699027242,0.4444451146385502,0.5842774659395218
17,0.8499999999999517,2.0,0.7853981852531433,1.5765097896154734,0.546685960449875,0.667588457465134,1.5987537640655987,0.5006594431596602,0.6208525225520134
18,0.8999999999999488,2.0,0.7853981852531433,1.6538058668371083,0.6101212141136907,0.7068583667277889,1.6795306068766622,0.5598635272335664,0.6574319712817669
19,0.949999999999946,2.0,0.7853981852531433,1.7285518951404162,0.6765421913281722,0.7461282759904438,1.7580894661545898,0.621978195861497,0.69401590898633
20,0.9999999999999432,2.0,0.7853981852531433,1.80063262156104,0.7458464757550441,0.7853981852530988,1.8343254030712584,0.6869199668751504,0.7306047007441521
21,1.0499999999999403,2.0,0.7853981852531433,1.8699369028371693,0.8179272052050484,0.8246680945157537,1.9081379204156426,0.7545999924203416,0.7671995349228382
22,1.0999999999999375,2.0,0.7853981852531433,1.9363578767844043,0.8926732364117036,0.8639380037784087,1.9794248325339463,0.8249352590733513,0.8037943691015244
