timestamp,cmd_v,cmd_omega,vn_body_vx,odom_omega_z
0.14217185974121094,2.0,0.0,-0.022603191435337067,0.0701060986350169
0.19217185974121093,2.0,0.0,-0.02207534946501255,-0.055821888698982386
0.24217185974121092,2.0,0.0,-0.02207534946501255,-0.055821888698982386
0.2921718597412109,2.0,0.0,-0.025913570076227188,-0.03195693177649575
0.3421718597412109,2.0,0.0,-0.025913570076227188,-0.03195693177649575
0.3921718597412109,2.0,0.0,-0.022243987768888474,-0.03195693177649575
0.44217185974121087,2.0,0.0,-0.022243987768888474,-0.10030955132892633
0.49217185974121086,2.0,0.0,-0.02412930503487587,-0.10030955132892633
0.5421718597412108,2.0,0.0,-0.02412930503487587,0.08607033715548927
0.5921718597412109,2.0,0.0,-0.028359265998005867,0.08607033715548927
0.6421718597412109,2.0,0.0,-0.028359265998005867,0.05732727926492116
0.692171859741211,2.0,0.0,-0.011024205945432186,0.05732727926492116
0.742171859741211,2.0,0.0,-0.011024205945432186,-0.00034114610890892936
0.7921718597412111,2.0,0.0,-0.019921615719795227,-0.024432607167203798
0.8421718597412111,2.0,0.0,-0.019921615719795227,-0.024432607167203798
0.8921718597412112,2.0,0.0,0.026911886408925056,-0.024432607167203798
0.9421718597412112,2.0,0.0,0.026911886408925056,-0.05381683348599936
0.9921718597412112,2.0,0.0,0.052843138575553894,-0.05381683348599936
1.0421718597412113,2.0,0.0,0.052843138575553894,-0.061697301609288144
1.0921718597412113,2.0,0.0,0.07578124105930328,-0.061697301609288144
1.1421718597412114,2.0,0.0,0.07578124105930328,0.0024980673648593876
1.1921718597412114,2.0,0.0,0.08625034987926483,0.0024980673648593876
1.2421718597412115,2.0,0.0,0.08625034987926483,-0.0744492839663652
1.2921718597412115,2.0,0.0,0.0976334810256958,-0.0744492839663652
1.3421718597412116,2.0,0.0,0.0976334810256958,-0.03939057744546737
1.3921718597412116,2.0,0.0,0.11583033204078674,-0.07202315805933052
1.4421718597412116,2.0,0.0,0.11583033204078674,-0.07202315805933052
1.4921718597412117,2.0,0.0,0.13211937248706818,-0.06421458763539786
1.5421718597412117,2.0,0.0,0.13211937248706818,-0.06421458763539786
1.5921718597412118,2.0,0.0,0.14180631935596466,-0.10106829136307133
1.6421718597412118,2.0,0.0,0.14180631935596466,-0.10106829136307133
1.6921718597412119,2.0,0.0,0.14475148916244507,-0.10106829136307133
1.742171859741212,2.0,0.0,0.14475148916244507,-0.09214550997730017
1.792171859741212,2.0,0.0,0.14604216814041138,-0.09214550997730017
1.842171859741212,2.0,0.0,0.14604216814041138,-0.10891092964859297
1.892171859741212,2.0,0.0,0.16844990849494934,-0.10891092964859297
1.942171859741212,2.0,0.0,0.16844990849494934,-0.10402058829323385
1.9921718597412121,0.0,0.0,0.16972148418426514,-0.10402058829323385
2.042171859741212,0.0,0.0,0.16972148418426514,-0.10167272817194044
2.092171859741212,0.0,0.0,0.16345925629138947,-0.10167272817194044
2.142171859741212,0.0,0.0,0.16345925629138947,-0.14254501140938156
2.1921718597412116,0.0,0.0,0.16707834601402283,-0.14254501140938156
2.2421718597412115,0.0,0.0,0.16707834601402283,-0.13843968152566188
2.2921718597412113,0.0,0.0,0.186195969581604,-0.13843968152566188
2.342171859741211,0.0,0.0,0.186195969581604,-0.015827664379732886
2.392171859741211,0.0,0.0,0.18687982857227325,-0.015827664379732886
2.4421718597412108,0.0,0.0,0.18687982857227325,-0.07580968403988869
2.4921718597412106,0.0,0.0,0.1782582849264145,-0.07580968403988869
2.5421718597412104,0.0,0.0,0.1782582849264145,-0.13865821101557813
2.5921718597412102,0.0,0.0,0.1796908676624298,-0.13865821101557813
2.64217185974121,0.0,0.0,0.1796908676624298,-0.0705925290965572
2.69217185974121,0.0,0.0,0.21241846680641174,-0.0705925290965572
2.7421718597412097,0.0,0.0,0.21241846680641174,-0.009573154969678633
2.7921718597412095,0.0,0.0,0.21411685645580292,-0.009573154969678633
2.8421718597412093,0.0,0.0,0.21411685645580292,0.004706081480529596
2.892171859741209,0.0,0.0,0.21234944462776184,0.004706081480529596
2.942171859741209,0.0,0.0,0.21234944462776184,0.020235358342314505
2.992171859741209,0.0,0.0,0.21623028814792633,0.020235358342314505
3.0421718597412086,0.0,0.0,0.21623028814792633,0.02901858227051893
3.0921718597412085,0.0,0.0,0.2367730289697647,0.02901858227051893
3.1421718597412083,0.0,0.0,0.2367730289697647,0.03831539154095881
3.192171859741208,0.0,0.0,0.23445457220077515,0.03831539154095881
3.242171859741208,0.0,0.0,0.23445457220077515,0.04601342645256103
3.2921718597412077,0.0,0.0,0.23438677191734314,0.04601342645256103
