epoch,train_loss,val_loss,val_rmse_right,val_rmse_left,val_split_rmse
113,980.6489162202266,1064.5103417324153,31.21421241760254,30.696367263793945,5.947508811950684
114,978.7702304349087,985.7815577944514,30.622373580932617,30.540048599243164,4.101796627044678
115,952.9581595883511,936.1571073122938,30.35624122619629,30.210391998291016,2.5150701999664307
116,937.1931116085241,966.2611458655631,30.557029724121094,30.632301330566406,3.1689484119415283
117,957.1233939827753,959.2021903362212,30.48426055908203,30.295921325683594,3.441917657852173
118,980.9972901728737,959.8375264284241,30.389209747314453,30.382217407226562,3.4854607582092285
119,938.5688183688712,954.8021066999278,30.523113250732422,30.505329132080078,2.803943395614624
120,948.6050349212603,922.3274489802496,30.278451919555664,30.05913734436035,2.0049421787261963
121,939.001686754456,962.89726111283,30.705772399902344,30.50628662109375,2.9473483562469482
122,978.7409234377417,949.9661667826939,30.601337432861328,30.5888614654541,2.145397424697876
123,958.8503728081515,976.408788901351,30.613649368286133,30.590349197387695,3.6435177326202393
124,953.9832640975671,970.7363909730817,30.792800903320312,30.715435028076172,2.8761062622070312
125,922.9585861465044,968.4391695028878,30.661340713500977,30.763185501098633,2.891930103302002
126,946.783536768027,933.9116758843853,30.33780860900879,30.223896026611328,2.371835947036743
127,929.5091238493967,967.9701624703486,30.61159896850586,30.510990142822266,3.3601326942443848
128,945.1800748941079,934.7578084712768,30.36239242553711,30.24192237854004,2.3402957916259766
129,915.1748899165779,965.5929805138717,30.85883903503418,30.657800674438477,2.543381452560425
130,939.5807818314311,974.4911827364377,30.66992950439453,30.762184143066406,3.210003614425659
131,929.0536575856944,930.2946455045895,30.210874557495117,30.061962127685547,2.706982135772705
132,930.8396138349045,974.3317645485251,30.639402389526367,30.485715866088867,3.658431053161621
133,948.0703984035292,963.9431369894802,30.44037628173828,30.44270896911621,3.518932819366455
134,935.2897374316354,954.4571480829724,30.58301544189453,30.35862922668457,2.9363601207733154
135,944.64075004869,947.0592923306002,30.622520446777344,30.484285354614258,2.116455316543579
136,917.5940500607417,971.7013322181828,30.91969108581543,30.687088012695312,2.752699613571167
137,940.1317925729711,992.5705421372215,30.971281051635742,30.685026168823242,3.744586706161499
138,978.3068305505216,944.0636900848287,30.33756446838379,30.161968231201172,3.103828191757202
139,909.1262528366888,965.032661664604,30.79060935974121,30.66673469543457,2.62487530708313
140,918.1016629015371,940.1796842770215,30.42258071899414,30.288354873657227,2.4907655715942383
141,926.1754459289378,958.0458790996287,30.604671478271484,30.456674575805664,2.9331321716308594
142,954.6006644004812,954.0490142520111,30.543180465698242,30.397050857543945,2.915940761566162
143,941.6503384818113,941.0304337806828,30.365047454833984,30.23525619506836,2.7579028606414795
144,929.3499382914714,961.8754552457199,30.584915161132812,30.325956344604492,3.377108573913574
145,944.2476131541725,942.2719541241233,30.500503540039062,30.396278381347656,2.240126132965088
146,932.5273744874493,958.3062288894905,30.677139282226562,30.630718231201172,2.4853785037994385
147,898.487096217262,923.8165343633973,30.25870132446289,30.089296340942383,2.0998246669769287
148,901.7663519830987,939.5017669979889,30.374544143676758,30.157438278198242,2.789799451828003
149,920.4046288777612,954.7386486695544,30.61248779296875,30.489423751831055,2.662203311920166
150,938.7513809689707,990.3683574412129,30.804407119750977,30.714221954345703,3.834831714630127
151,942.1536595022155,972.1810911071576,30.491426467895508,30.431737899780273,3.8366575241088867
152,926.00580452861,939.5399939408003,30.5468807220459,30.263565063476562,2.2307095527648926
153,940.3747042557475,978.7270870397587,30.956480026245117,30.832233428955078,2.8371808528900146
154,905.5363469103606,949.6264052186468,30.637414932250977,30.547876358032227,2.12929105758667
155,910.3265620640346,951.1736339405425,30.50389289855957,30.408864974975586,2.7968127727508545
156,917.5087832784046,984.1572894105817,30.53392791748047,30.822267532348633,3.780454635620117
157,946.0528712940351,980.9476104837046,30.893253326416016,30.76535987854004,3.1824562549591064
158,913.9789660452448,952.3521434418833,30.62006187438965,30.461950302124023,2.548062801361084
159,902.3792238896436,925.5166402382425,30.23526954650879,30.1372127532959,2.174983501434326
160,893.5742753499637,984.9542788263201,30.877161026000977,30.863080978393555,3.2594611644744873
161,949.3990734807167,945.8023323084261,30.582185745239258,30.423233032226562,2.2554967403411865
162,911.9072315318581,953.7846139838593,30.642967224121094,30.49058723449707,2.538696050643921
163,910.9516786524059,936.4479206953898,30.382863998413086,30.16826057434082,2.5629799365997314
164,908.9529216933621,941.6153334815904,30.550058364868164,30.424667358398438,2.001307725906372
165,923.2096927971954,1006.8993528259076,31.09903335571289,31.22659683227539,3.4472832679748535
166,914.8849039280094,925.0481343788675,30.200000762939453,30.088706970214844,2.3272693157196045
167,924.3632676206856,927.1956130427496,30.309186935424805,30.1595516204834,2.0781023502349854
168,953.2893892582268,1042.153661948226,30.993871688842773,30.64078712463379,5.546501636505127
169,919.6970597284686,933.7301198625722,30.35468101501465,30.275991439819336,2.2053141593933105
170,918.6984005918597,950.8827303140471,30.492961883544922,30.305187225341797,2.980520486831665
171,919.9510943022948,948.8410749278053,30.649511337280273,30.55811309814453,2.010056495666504
172,927.6269684917013,937.3662165777124,30.43812370300293,30.254161834716797,2.3345329761505127
173,895.5278140962376,950.1934439781869,30.510587692260742,30.566181182861328,2.413761854171753
174,897.753973259447,940.6969409099113,30.464454650878906,30.27431869506836,2.467782735824585
175,899.6149055556496,932.4108830316626,30.375057220458984,30.328968048095703,1.9185099601745605
176,882.5526090889031,935.6040643370977,30.513675689697266,30.429609298706055,1.522943139076233
177,902.9803292410714,930.9128909472979,30.36658477783203,30.192432403564453,2.1552624702453613
178,902.9766660525742,929.9905598958334,30.310749053955078,30.234952926635742,2.1150386333465576
179,891.2674208321363,923.4367772470606,30.278488159179688,30.148317337036133,1.86751389503479
180,878.4403028906319,947.1640665287232,30.670623779296875,30.570144653320312,1.7728168964385986
181,888.5542170148253,932.9636037090037,30.408740997314453,30.32009506225586,1.900978684425354
182,890.7452017906869,936.4888750837974,30.374435424804688,30.241729736328125,2.434654712677002
183,906.5511673167874,965.2946970722463,30.595684051513672,30.48257064819336,3.2928287982940674
184,884.7815602692384,962.6854614660684,30.80488395690918,30.633100509643555,2.509634256362915
185,893.2065245966932,943.8038761151506,30.577381134033203,30.415451049804688,2.1326141357421875
186,907.5389831008803,971.9915557962046,30.71626853942871,30.529373168945312,3.3716068267822266
187,879.9467402866909,940.4439499858189,30.452638626098633,30.427499771118164,2.138524055480957
188,879.2543998135536,971.3261670405321,30.76023292541504,30.66048240661621,3.0588958263397217
189,868.7387976518278,962.8530619907693,30.864835739135742,30.753862380981445,2.1222283840179443
190,879.1273932342314,1018.4804034846844,31.31802749633789,31.076013565063477,3.8766555786132812
