epoch,train_loss,val_loss,lr,elapsed_time,best_val_loss,best_metric_name,best_metric_value,best_epoch,early_stopping_counter,gradients_finite,improved,val_rollout_position_error_20,val_rollout_heading_error_20,rmse_delta_x_body_train,rmse_delta_x_body_val,train_rmse_delta_x_body,val_rmse_delta_x_body,rmse_delta_y_body_train,rmse_delta_y_body_val,train_rmse_delta_y_body,val_rmse_delta_y_body,rmse_delta_theta_train,rmse_delta_theta_val,train_rmse_delta_theta,val_rmse_delta_theta,rmse_v_next_train,rmse_v_next_val,train_rmse_v_next,val_rmse_v_next,rmse_omega_next_train,rmse_omega_next_val,train_rmse_omega_next,val_rmse_omega_next
46,0.0020500251451221496,0.0015626516971929834,0.001,73.93233959999634,0.0015626516971929834,val_loss,0.0015626516971929834,46,0,True,True,0.0032346725551795374,0.000991370528936386,0.00030381244033966375,0.00022644787727550873,0.00030381244033966375,0.00022644787727550873,0.00029416751326089924,0.0004122521281906487,0.00029416751326089924,0.0004122521281906487,0.0006172562794431072,0.0005285544591479432,0.0006172562794431072,0.0005285544591479432,0.012152495098043538,0.00905791574163024,0.012152495098043538,0.00905791574163024,0.024690250900726265,0.021142178746231335,0.024690250900726265,0.021142178746231335
47,0.001993424741271059,0.0015440407722931483,0.001,75.8057650999981,0.0015440407722931483,val_loss,0.0015440407722931483,47,0,True,True,0.0019108038828909433,0.00013377144932746887,0.0003032490544665582,0.00022386300241011948,0.0003032490544665582,0.00022386300241011948,0.0002924470446606383,0.0004120983125045877,0.0002924470446606383,0.0004120983125045877,0.0006078821870119641,0.0005252705421298705,0.0006078821870119641,0.0005252705421298705,0.012129966448869559,0.008954528037621586,0.012129966448869559,0.008954528037621586,0.02431528728468502,0.021010822646689187,0.02431528728468502,0.021010822646689187
48,0.0019354598159190255,0.0015183206133801363,0.001,77.85706100000243,0.0015183206133801363,val_loss,0.0015183206133801363,48,0,True,True,0.0016763721395280362,0.00018012849614024162,0.00030212287033633457,0.00022703744188579212,0.00030212287033633457,0.00022703744188579212,0.0002912507414029193,0.00041314041957414067,0.0002912507414029193,0.00041314041957414067,0.0005981751975390985,0.0005195592043629224,0.0005981751975390985,0.0005195592043629224,0.01208491798731188,0.009081495399484382,0.01208491798731188,0.009081495399484382,0.023927007917560913,0.02078236875617214,0.023927007917560913,0.02078236875617214
49,0.0018837186858156878,0.0015086812336511653,0.001,79.75551879999693,0.0015086812336511653,val_loss,0.0015086812336511653,49,0,True,True,0.0011974724241665994,0.0002824254333972931,0.0003017684907044276,0.00022654995271050114,0.0003017684907044276,0.00022654995271050114,0.00028991723700419594,0.00041377617375326186,0.00028991723700419594,0.00041377617375326186,0.0005892855357472138,0.0005176130859659579,0.0005892855357472138,0.0005176130859659579,0.012070743178258625,0.00906199899135079,0.012070743178258625,0.00906199899135079,0.02357142142713064,0.020704523177016734,0.02357142142713064,0.020704523177016734
50,0.0018299975093168407,0.001493420414947744,0.001,81.64288600000145,0.001493420414947744,val_loss,0.001493420414947744,50,0,True,True,0.001972453546782563,0.000526724848896265,0.00030118722012249934,0.00023003057322645618,0.00030118722012249934,0.00023003057322645618,0.0002887443184871017,0.00041442275244382064,0.0002887443184871017,0.00041442275244382064,0.0005799302207035872,0.0005139379389364145,0.0005799302207035872,0.0005139379389364145,0.012047489826734637,0.00920123021319481,0.012047489826734637,0.00920123021319481,0.023197208633415272,0.02055751759044053,0.023197208633415272,0.02055751759044053
51,0.0017800578750686439,0.001542489194503889,0.001,86.67613819999679,0.001493420414947744,val_loss,0.001493420414947744,50,1,True,False,0.0013084149976535578,0.0002620099112391472,0.00030110936693981467,0.00023215436820001682,0.00030110936693981467,0.00023215436820001682,0.00028743513792771716,0.0004152745513616659,0.00028743513792771716,0.0004152745513616659,0.0005710327982811898,0.0005233437096943556,0.0005710327982811898,0.0005233437096943556,0.012044374095212453,0.009286177674970508,0.012044374095212453,0.009286177674970508,0.02284131185132379,0.02093374960249293,0.02284131185132379,0.02093374960249293
52,0.0017674583989775198,0.001643536226213749,0.001,86.97883809999621,0.001493420414947744,val_loss,0.001493420414947744,50,2,True,False,0.0009818604616537465,0.0014518867246806622,0.00030160954599175137,0.00024057910278510455,0.00030160954599175137,0.00024057910278510455,0.0002869061665447303,0.0004165957518932014,0.0002869061665447303,0.0004165957518932014,0.0005686911246904204,0.000541652361768521,0.0005686911246904204,0.000541652361768521,0.01206437745129389,0.009623160087090053,0.01206437745129389,0.009623160087090053,0.022747644158456575,0.021666094574191396,0.022747644158456575,0.021666094574191396
53,0.0017301516870454306,0.0015745157745249312,0.001,87.28059059999941,0.001493420414947744,val_loss,0.001493420414947744,50,3,True,False,0.001592195823591451,0.00217607244849205,0.0003014376630747616,0.00024831474105597485,0.0003014376630747616,0.00024831474105597485,0.00028627909253048036,0.0004184330381571575,0.00028627909253048036,0.0004184330381571575,0.0005619146634111104,0.0005268042982595766,0.0005619146634111104,0.0005268042982595766,0.01205751639063205,0.009932586837307274,0.01205751639063205,0.009932586837307274,0.022476586280878234,0.02107217063165897,0.022476586280878234,0.02107217063165897
54,0.001918170436637086,0.0016110247089366975,0.001,87.58608890000323,0.001493420414947744,val_loss,0.001493420414947744,50,4,True,False,0.006497790811165424,0.0035281875170767307,0.0003078321814576416,0.0002459568201455244,0.0003078321814576416,0.0002459568201455244,0.00028716412678024886,0.0004182784699035664,0.00028716412678024886,0.0004182784699035664,0.0005945216641304818,0.0005343429591112077,0.0005945216641304818,0.0005343429591112077,0.012313277669668046,0.009838275578440345,0.012313277669668046,0.009838275578440345,0.02378086725375925,0.021373717971663337,0.02378086725375925,0.021373717971663337
55,0.002382043693461909,0.0025460751020702824,0.001,87.90874159999657,0.001493420414947744,val_loss,0.001493420414947744,50,5,True,False,0.0004344102528115915,0.0017479886300861835,0.00030611274303636436,0.0002381124575390955,0.00030611274303636436,0.0002381124575390955,0.0002927643311617045,0.00042000091165867907,0.0002927643311617045,0.00042000091165867907,0.0006705990592896757,0.0006934994127098243,0.0006705990592896757,0.0006934994127098243,0.012244498847971744,0.009524503634964794,0.012244498847971744,0.009524503634964794,0.026823960998818366,0.027739975332620417,0.026823960998818366,0.027739975332620417
56,0.0018778222425535848,0.0015267200270218067,0.001,88.20602150000923,0.001493420414947744,val_loss,0.001493420414947744,50,6,True,False,0.005614054441807559,0.0014896816574037075,0.00031684977053014806,0.0002611242090799418,0.00031684977053014806,0.0002611242090799418,0.00030868278577059086,0.0004468318246875228,0.00030868278577059086,0.0004468318246875228,0.0005839925142316226,0.0005111771539304316,0.0005839925142316226,0.0005111771539304316,0.012673998576146133,0.010444969813727969,0.012673998576146133,0.010444969813727969,0.023359700786944618,0.02044708618256476,0.023359700786944618,0.02044708618256476
57,0.0025145695737087796,0.0015881292377438012,0.001,88.50391870000749,0.001493420414947744,val_loss,0.001493420414947744,50,7,True,False,0.0075939889817514105,0.000823658425360918,0.00031358047245353196,0.00023299688158359903,0.00031358047245353196,0.00023299688158359903,0.00033185993867223477,0.00044555613035964365,0.00033185993867223477,0.00044555613035964365,0.0006867520630592873,0.0005280949221128038,0.0006867520630592873,0.0005280949221128038,0.012543211549295035,0.009319885113841627,0.012543211549295035,0.009319885113841627,0.027470083236670228,0.021123796164220547,0.027470083236670228,0.021123796164220547
58,0.0025600551989528415,0.001943146150783989,0.001,88.80484680000518,0.001493420414947744,val_loss,0.001493420414947744,50,8,True,False,0.004906448080956961,0.00489161117002368,0.0003054238148096936,0.0002421524188130987,0.0003054238148096936,0.0002421524188130987,0.0003426612965366062,0.0004384067807538356,0.0003426612965366062,0.0004384067807538356,0.0006939348951758037,0.0005935507534667845,0.0006939348951758037,0.0005935507534667845,0.012216952398899547,0.009686094563764795,0.012216952398899547,0.009686094563764795,0.027757394043068085,0.023742028797976447,0.027757394043068085,0.023742028797976447
59,0.002083477916836101,0.001836637460530318,0.001,89.12097309999808,0.001493420414947744,val_loss,0.001493420414947744,50,9,True,False,0.012064792048152764,0.007367297541350126,0.00030478367000961353,0.0002384599387476811,0.00030478367000961353,0.0002384599387476811,0.0002983127769967169,0.0004348305554022143,0.0002983127769967169,0.0004348305554022143,0.0006223764607466084,0.0005755627695630278,0.0006223764607466084,0.0005755627695630278,0.012191343880487003,0.009538393795402765,0.012191343880487003,0.009538393795402765,0.024895058601368533,0.02302251185815255,0.024895058601368533,0.02302251185815255
60,0.0018963857154172343,0.0016992041913407117,0.001,89.42376780000632,0.001493420414947744,val_loss,0.001493420414947744,50,10,True,False,0.003239727980913958,9.643891826272011e-05,0.000303638953695154,0.0002653951587628293,0.000303638953695154,0.0002653951587628293,0.00028770902223218786,0.0004285148426404394,0.00028770902223218786,0.0004285148426404394,0.0005913777340355655,0.000546897459693679,0.0005913777340355655,0.000546897459693679,0.012145564335709062,0.010615799356452819,0.012145564335709062,0.010615799356452819,0.02365510900800794,0.021875898563758125,0.02365510900800794,0.021875898563758125
61,0.0017535887458732565,0.0016593452599220748,0.0005,92.08950110001024,0.001493420414947744,val_loss,0.001493420414947744,50,11,True,False,0.004475073602518385,0.0013451739214360714,0.0003019283005188499,0.0002756987026250203,0.0003019283005188499,0.0002756987026250203,0.0002869976812232699,0.0004310267176461163,0.0002869976812232699,0.0004310267176461163,0.0005660859429540534,0.0005372091645502088,0.0005660859429540534,0.0005372091645502088,0.012077122068101897,0.011027949375286986,0.012077122068101897,0.011027949375286986,0.022643437888356814,0.02148836650213941,0.022643437888356814,0.02148836650213941
62,0.0017011714230393195,0.0018474529392953063,0.0005,92.39112670000759,0.001493420414947744,val_loss,0.001493420414947744,50,12,True,False,0.002044784499026717,0.0011723265051841736,0.000301676108990341,0.0002775836721918355,0.000301676108990341,0.0002775836721918355,0.00028741155170853536,0.0004303962382028296,0.00028741155170853536,0.0004303962382028296,0.0005563869935635137,0.0005722281846674874,0.0005563869935635137,0.0005722281846674874,0.012067052358791916,0.011103342176460147,0.012067052358791916,0.011103342176460147,0.022255479505578726,0.022889128502422224,0.022255479505578726,0.022889128502422224
63,0.0016634979475547826,0.0018046332370682523,0.0005,92.70783729999675,0.001493420414947744,val_loss,0.001493420414947744,50,13,True,False,0.0009016648118570269,0.0014118477702140808,0.00030112218628933673,0.00027155014792221475,0.00030112218628933673,0.00027155014792221475,0.0002861930214695988,0.00043686076292768193,0.0002861930214695988,0.00043686076292768193,0.000549510951400719,0.0005645415177910606,0.000549510951400719,0.0005645415177910606,0.012044885790178553,0.010862004374850845,0.012044885790178553,0.010862004374850845,0.021980438098146014,0.022581660483174355,0.021980438098146014,0.022581660483174355
64,0.0016321343590249926,0.0018244543064642568,0.0005,93.01248970000597,0.001493420414947744,val_loss,0.001493420414947744,50,14,True,False,0.0007128610759817167,0.001303018070757389,0.00030057005298022373,0.00027566917771679883,0.00030057005298022373,0.00027566917771679883,0.0002857008432737942,0.0004348450243900417,0.0002857008432737942,0.0004348450243900417,0.0005436906110010068,0.0005677781545456301,0.0005436906110010068,0.0005677781545456301,0.012022798324022666,0.01102676084673458,0.012022798324022666,0.01102676084673458,0.021747623837916435,0.02271112531356822,0.021747623837916435,0.02271112531356822
65,0.0016055441850241394,0.0019023916844663948,0.0005,93.31417220000003,0.001493420414947744,val_loss,0.001493420414947744,50,15,True,False,0.0004222069828201614,0.0015141046606004238,0.000300254741040462,0.0002767988631779533,0.000300254741040462,0.0002767988631779533,0.00028520670067249803,0.0004362685441559411,0.00028520670067249803,0.0004362685441559411,0.0005386850822493766,0.0005815152393612379,0.0005386850822493766,0.0005815152393612379,0.012010185070169977,0.01107195255611135,0.012010185070169977,0.01107195255611135,0.021547403297743697,0.023260609431830736,0.021547403297743697,0.023260609431830736
66,0.001582460005762149,0.001987412209012385,0.0005,93.61879839999892,0.001493420414947744,val_loss,0.001493420414947744,50,16,True,False,0.0005571101570346437,0.0012320070527493954,0.0002998175291774837,0.00027998911987760894,0.0002998175291774837,0.00027998911987760894,0.00028465952722380415,0.0004412185308211466,0.00028465952722380415,0.0004412185308211466,0.0005343424722504115,0.0005954139668393417,0.0005343424722504115,0.0005954139668393417,0.01199269741327697,0.011199566413735628,0.01199269741327697,0.011199566413735628,0.02137369881954475,0.02381655814354898,0.02137369881954475,0.02381655814354898
67,0.0015638708624615167,0.0020421656523028323,0.0005,93.93283340000198,0.001493420414947744,val_loss,0.001493420414947744,50,17,True,False,0.0002550129544658799,0.0014451490715146065,0.00029940531240549225,0.000280545203926147,0.00029940531240549225,0.000280545203926147,0.00028439893328320045,0.0004397558526342568,0.00028439893328320045,0.0004397558526342568,0.0005308146491894203,0.0006049901222352968,0.0005308146491894203,0.0006049901222352968,0.011976213152717873,0.011221814613797152,0.011976213152717873,0.011221814613797152,0.021232586211543673,0.024199603625531824,0.021232586211543673,0.024199603625531824
68,0.0015496420073061962,0.001989547433010463,0.0005,94.23784990000422,0.001493420414947744,val_loss,0.001493420414947744,50,18,True,False,0.00034328727065210463,0.0016420772299170494,0.0002990763548636241,0.00027713769393100077,0.0002990763548636241,0.00027713769393100077,0.0002840799077962585,0.0004387026053406094,0.0002840799077962585,0.0004387026053406094,0.0005281116303114628,0.0005965407147638845,0.0005281116303114628,0.0005965407147638845,0.01196305148392895,0.011085502403511482,0.01196305148392895,0.011085502403511482,0.021124465346786567,0.02386162767996634,0.021124465346786567,0.02386162767996634
69,0.0015340914422986825,0.0021306706319466746,0.0005,94.53698859999713,0.001493420414947744,val_loss,0.001493420414947744,50,19,True,False,0.0005234899386957659,0.0018793498165905476,0.00029895127352876045,0.0002812853121121259,0.00029895127352876045,0.0002812853121121259,0.00028358801749105985,0.0004396905895190474,0.00028358801749105985,0.0004396905895190474,0.0005251100292160652,0.0006199068242218531,0.0005251100292160652,0.0006199068242218531,0.011958046894191983,0.011251406787593957,0.011958046894191983,0.011251406787593957,0.02100440125438802,0.02479627215561274,0.02100440125438802,0.02479627215561274
70,0.001520517143107687,0.00225215933028737,0.0005,94.8388721000083,0.001493420414947744,val_loss,0.001493420414947744,50,20,True,False,0.0008888545809339047,0.0018438231199979782,0.00029883318511678196,0.00028375331259397423,0.00029883318511678196,0.00028375331259397423,0.0002830461621614034,0.0004430966836229251,0.0002830461621614034,0.0004430966836229251,0.0005224875979656943,0.0006391984393107728,0.0005224875979656943,0.0006391984393107728,0.011953327583229381,0.011350134757143995,0.011953327583229381,0.011350134757143995,0.020899503654609117,0.025567937197547675,0.020899503654609117,0.025567937197547675
71,0.0015091726200649608,0.0023102916712904797,0.0005,97.49748259999615,0.001493420414947744,val_loss,0.001493420414947744,50,21,True,False,0.0008392460452481999,0.0016259676776826382,0.0002987621045381861,0.00028796410976624024,0.0002987621045381861,0.00028796410976624024,0.00028281574275191836,0.0004435058634913585,0.00028281574275191836,0.0004435058634913585,0.0005202602573163489,0.0006479187765692098,0.0005202602573163489,0.0006479187765692098,0.011950483864742472,0.011518563556185924,0.011950483864742472,0.011518563556185924,0.020810409890811066,0.02591674954811219,0.020810409890811066,0.02591674954811219
72,0.0014974911553664325,0.0022669319946575783,0.00025,97.7977830000018,0.001493420414947744,val_loss,0.001493420414947744,50,22,True,False,0.0004607475364730205,0.001495842356234789,0.00029840107275371316,0.00028639006865050035,0.00029840107275371316,0.00028639006865050035,0.00028262235857945867,0.00044331862780322857,0.00028262235857945867,0.00044331862780322857,0.000518007911988535,0.0006411807685769195,0.000518007911988535,0.0006411807685769195,0.011936038950361643,0.011455600109824824,0.011936038950361643,0.011455600109824824,0.0207203164955959,0.025647230132000303,0.0207203164955959,0.025647230132000303
73,0.001489965779127163,0.0024133081130426506,0.00025,98.09159930000897,0.001493420414947744,val_loss,0.001493420414947744,50,23,True,False,0.0007946281720007242,0.0017561884596943855,0.00029818020169491966,0.00029132979869550215,0.00029818020169491966,0.00029132979869550215,0.00028235248612331,0.00044390121859095975,0.00028235248612331,0.00044390121859095975,0.0005165627077549029,0.0006637080432133992,0.0005165627077549029,0.0006637080432133992,0.011927209845087909,0.011653191095722245,0.011927209845087909,0.011653191095722245,0.020662508269574404,0.026548320975874024,0.020662508269574404,0.026548320975874024
74,0.0014834010270959905,0.002538197108640753,0.00025,98.38313879999623,0.001493420414947744,val_loss,0.001493420414947744,50,24,True,False,0.0008185581881765176,0.001630323939025402,0.0002980820998797504,0.0002923021365024164,0.0002980820998797504,0.0002923021365024164,0.0002820949533494738,0.0004430962572553619,0.0002820949533494738,0.0004430962572553619,0.0005152824419576655,0.0006829374314681485,0.0005152824419576655,0.0006829374314681485,0.011923285919112217,0.011692078665415283,0.011923285919112217,0.011692078665415283,0.02061129756957227,0.027317496695596705,0.02061129756957227,0.027317496695596705
75,0.0014764526230489127,0.002561039447077903,0.00025,98.70069749999675,0.001493420414947744,val_loss,0.001493420414947744,50,25,True,False,0.0010053398408140914,0.0014911689795553684,0.0002979745393689843,0.00029378924117112764,0.0002979745393689843,0.00029378924117112764,0.0002819381655093805,0.0004434695591364416,0.0002819381655093805,0.0004434695591364416,0.0005139139563845883,0.000686153847854609,0.0005139139563845883,0.000686153847854609,0.011918982535687794,0.011751567683991423,0.011918982535687794,0.011751567683991423,0.02055655799150983,0.02744615353943703,0.02055655799150983,0.02744615353943703
76,0.0014706199139131338,0.0025971261318773033,0.00025,99.01788400000078,0.001493420414947744,val_loss,0.001493420414947744,50,26,True,False,0.0010606863566322284,0.0016901078633964062,0.0002978892566586672,0.00029442350440788995,0.0002978892566586672,0.00029442350440788995,0.0002818557003690889,0.0004430383987391454,0.0002818557003690889,0.0004430383987391454,0.0005127568547110497,0.0006915556527963874,0.0005127568547110497,0.0006915556527963874,0.011915575065251134,0.01177694174278564,0.011915575065251134,0.01177694174278564,0.020510274264329355,0.027662225586708476,0.020510274264329355,0.027662225586708476
77,0.0014652649066369749,0.00265591636075285,0.00025,99.32216560000961,0.001493420414947744,val_loss,0.001493420414947744,50,27,True,False,0.0013280877693022997,0.002088924404233694,0.00029775029063647376,0.00029295155568198904,0.00029775029063647376,0.00029295155568198904,0.0002817700390382537,0.000444931494893242,0.0002817700390382537,0.000444931494893242,0.0005117049989659308,0.0007003414495355803,0.0005117049989659308,0.0007003414495355803,0.011910006323604637,0.011718061357879199,0.011910006323604637,0.011718061357879199,0.02046819937656145,0.02801365703178173,0.02046819937656145,0.02801365703178173
78,0.0014593142749615299,0.002712264963714727,0.00025,99.61688780000259,0.001493420414947744,val_loss,0.001493420414947744,50,28,True,False,0.0013418022824099782,0.001883616205304861,0.0002976493566555305,0.0002947796102075832,0.0002976493566555305,0.0002947796102075832,0.00028166218318327694,0.0004463303786465107,0.00028166218318327694,0.0004463303786465107,0.0005105241856905568,0.000708256152584951,0.0005105241856905568,0.000708256152584951,0.011905976784455655,0.01179118773320859,0.011905976784455655,0.01179118773320859,0.02042096755882862,0.02833024550425187,0.02042096755882862,0.02833024550425187
79,0.0014537402959595431,0.002717368584126234,0.00025,99.94054900000629,0.001493420414947744,val_loss,0.001493420414947744,50,29,True,False,0.0012635197531662384,0.0017484533600509167,0.00029756713872389326,0.000293568925110382,0.00029756713872389326,0.000293568925110382,0.0002815386471245101,0.0004471589484721021,0.0002815386471245101,0.0004471589484721021,0.0005094154200419985,0.0007090846098570037,0.0005094154200419985,0.0007090846098570037,0.011902682888606976,0.011742760867278683,0.011902682888606976,0.011742760867278683,0.020376616846770005,0.02836338366977787,0.020376616846770005,0.02836338366977787
80,0.0014489460499561599,0.002752013469179129,0.00025,100.2562145999982,0.001493420414947744,val_loss,0.001493420414947744,50,30,True,False,0.0014187507379254723,0.0019239303655922413,0.00029743714217826645,0.00029562164204936553,0.00029743714217826645,0.00029562164204936553,0.0002814037972332846,0.00044759884134321933,0.0002814037972332846,0.00044759884134321933,0.0005084740209686863,0.0007138175241245755,0.0005084740209686863,0.0007138175241245755,0.01189747914028682,0.01182486490677534,0.01189747914028682,0.01182486490677534,0.020338960667544693,0.028552700541784035,0.020338960667544693,0.028552700541784035
