experiment_name,model_type,target_source_mode,best_epoch,best_val_loss,test_mse,rmse_delta_x_body,rmse_delta_y_body,rmse_delta_theta,rmse_v_next,rmse_omega_next,final_xy_error_model,final_xy_error_cmd_baseline,final_heading_error_model,final_heading_error_cmd_baseline,model_beats_cmd_baseline,checkpoint_path,promoted_to_global_best,promotion_reasons,run_id,feature_mode,one_step_test_mse,teacher_forced_200_xy_error,teacher_forced_200_heading_error,limited_closed_loop_200_xy_error,limited_closed_loop_200_heading_error,full_course_model_xy,full_course_cmd_xy,full_course_model_heading,full_course_cmd_heading,full_course_metric_source,one_step_predictor_ready,teacher_forced_rollout_ready,limited_closed_loop_ready,full_course_replay_ready,backward_mpc_ready,promotion_blocking_reasons
exp_auto_target_source,constrained_velocity_gru,velocity_integrated,50,0.001493420414947744,,,,,,,,,,,True,E:\Mess\Projects\Programming\aiformula\neurokin_mpc\runs\20260429_235357\best.pt,True,"passed final one-step, rollout, and command-baseline promotion gates; not backward/MPC ready; promoted only as the current best forward replay model",20260429_235357,rich_sensor,0.0001315402623731643,0.18601466186563284,0.025449942417253624,4.210096907006612,0.11043933581458987,0.46994653337290615,20.025005104512392,0.043289691281150455,1.2997371357323602,same_segment_test_split_odom_replay,True,True,True,True,False,
