timestamp,delta_y_body,vy_body_next
6.549544853,0.0010455702191701664,0.020911404383404518
6.599544853,0.0023789487120646816,0.04757897424129634
6.649544853,0.004042761948964728,0.08085523897929915
6.699544853,0.00582262387655659,0.11645247753113842
6.749544853000001,0.007607860004936653,0.1521572000987417
6.799544853,0.009253886628379948,0.18507773256760948
6.849544853,0.010410548373108413,0.2082109674621801
6.899544853,0.011404219367709379,0.22808438735420053
6.949544853000001,0.012548598170959591,0.2509719634192061
6.999544853000001,0.013615948410371117,0.2723189682074378
7.049544853,0.014470705342774035,0.2894141068554972
7.099544853,0.015248411641120504,0.3049682328224274
7.149544853,0.015978694869110754,0.31957389738223324
7.199544853000001,0.016475953145663427,0.32951906291328725
7.249544853000001,0.016679332574428805,0.33358665148859507
7.299544853,0.016800487565274233,0.33600975130550376
7.349544853,0.016989250426891155,0.33978500853784244
7.399544853,0.017146327058400468,0.34292654116802884
7.449544853000001,0.017316717154494746,0.3463343430899146
7.499544853000001,0.017525734746374616,0.35051469492751225
7.549544853,0.017726797703275447,0.3545359540655291
7.599544853,0.017930305536969234,0.35860611073940507
7.649544853,0.018162527165280974,0.3632505433056401
7.699544853000001,0.018315669109083794,0.3663133821816967
7.749544853000001,0.01841526137322057,0.36830522746443234
7.899544853,0.018934913810149438,0.3786982762030103
7.949544853000001,0.01909404970827364,0.3818809941654945
8.049544853,0.019461858621040055,0.38923717242082323
8.099544853000001,0.019634020302153773,0.3926804060430978
8.149544853,0.019748183996414183,0.3949636799283061
8.249544853,0.01990433811322872,0.398086762264597
8.299544853,0.02002360348632639,0.4004720697265506
8.349544853000001,0.020061401331242956,0.40122802662488194
8.399544853,0.020123085093653226,0.4024617018730874
8.449544853,0.020269079968567385,0.40538159937137075
8.499544853,0.020412597038475234,0.4082519407695279
8.549544853,0.02058083932086621,0.41161678641734756
8.599544853000001,0.020851089065747,0.41702178131496376
8.649544853,0.020939853506134497,0.4187970701227137
8.699544853,0.021004015079292417,0.42008030158587223
8.749544853,0.02102113053550541,0.4204226107101321
8.799544853,0.020987893081481915,0.41975786162966217
8.849544853000001,0.021186905964141304,0.42373811928285016
8.899544853,0.021362642602651413,0.4272528520530525
8.949544853,0.021528465059090642,0.43056930118183734
8.999544853,0.02162150959706337,0.432430191941292
9.049544853,0.02155670123094579,0.43113402461894035
9.099544853,0.02168227143658186,0.43364542873166184
9.149544853,0.021836517838234815,0.4367303567647211
9.199544853,0.021860424199105572,0.4372084839821363
9.249544853,0.022181879415974447,0.44363758831951416
9.299544853,0.022482532851765012,0.4496506570353258
9.349544853,0.02251463054444674,0.4502926108889604
9.399544853,0.022454006047239294,0.4490801209448114
9.449544853,0.02251625964925809,0.45032519298518736
9.499544853,0.022671434389659042,0.4534286877932066
9.549544853,0.022831751472265297,0.4566350294453319
9.599544853,0.023040020713876008,0.46080041427754637
9.649544853,0.023021732923462854,0.4604346584692833
9.699544853,0.02298171501545264,0.4596343003090789
9.749544853,0.023072627220936958,0.4614525444187654
9.799544853,0.023173796069373188,0.4634759213874901
9.849544853,0.02323227578911385,0.46464551578230345
9.899544853,0.023321930632852955,0.46643861265708564
9.949544853,0.023471717558157967,0.46943435116318605
9.999544853,0.023717408603793268,0.4743481720758923
10.049544853,0.023868226900898258,0.4773645380179923
10.099544853,0.023837753838445597,0.476755076768939
10.149544853,0.02381776908073253,0.4763553816146777
10.199544853,0.023927015763044315,0.4785403152609135
10.249544853,0.024146035409557867,0.48292070819118477
10.299544853,0.02421685864524597,0.4843371729049469
10.349544853,0.024272283259240742,0.48544566518484245
10.399544853,0.024377204271749154,0.48754408543501077
10.449544853,0.02445816711177548,0.4891633422355374
10.499544853,0.024567355273238962,0.49134710546480714
10.549544853,0.02457174387662201,0.4914348775324682
10.599544853,0.024520092285913224,0.4904018457182924
10.649544853,0.024729168943553016,0.49458337887108844
10.699544853,0.025008515901195176,0.500170318023932
10.749544853,0.02516857316740241,0.5033714633480768
10.799544853,0.025268706030108473,0.5053741206021982
10.849544853,0.02523946634887723,0.5047893269775733
10.899544853,0.02522368220511643,0.5044736441023573
10.949544853,0.02539479995758618,0.5078959991517524
10.999544853,0.025603897877467162,0.5120779575493724
11.049544853,0.025641550809183563,0.5128310161837004
11.099544853,0.02565241714596137,0.5130483429192565
11.149544853000002,0.025694633275855628,0.5138926655171417
11.199544853,0.0258954531099049,0.5179090621981275
11.249544853,0.026151624433031723,0.5230324886606642
11.299544853,0.026277475850828225,0.5255495170165944
11.349544853,0.02629200393536701,0.5258400787073702
11.399544853000002,0.02632193762453357,0.5264387524907014
11.449544853,0.02649228746385628,0.5298457492771557
11.499544853,0.02654971506521998,0.5309943013044298
11.549544853,0.026567837486645107,0.5313567497329323
11.699544853,0.027012666785911833,0.5402533357182674
11.749544853,0.027660209135421138,0.5532041827084542
11.799544853,0.028100928952397408,0.5620185790479801
11.849544853,0.028032214949119946,0.5606442989824307
11.899544853000002,0.02804496559805444,0.5608993119611208
11.949544853,0.02801634531731542,0.5603269063463402
12.049544853,0.028280172040822324,0.5656034408164786
12.099544853,0.028296515086572657,0.5659303017314853
12.149544853000002,0.02832036989193328,0.5664073978386978
12.199544853,0.02844487776263154,0.5688975552526632
12.249544853,0.028502936835809917,0.5700587367162308
12.299544853,0.02870780265237305,0.5741560530474936
12.349544853,0.028904850160479424,0.5780970032096213
12.399544853000002,0.02900265998418736,0.5800531996837802
12.449544853,0.029089543207085806,0.5817908641417492
12.499544853,0.02918178023710952,0.5836356047422235
12.549544853,0.029238356267211572,0.5847671253442647
12.599544853,0.02922736197979642,0.5845472395959617
