step,actual_x,actual_y,actual_theta,cmd_x,cmd_y,cmd_theta,model_x,model_y,model_theta,cmd_position_error,model_position_error,cmd_heading_error,model_heading_error
28,1.799699615345506,-2.564121478544815,0.017353728264424717,2.7999998331069946,0.0,0.0,1.8052804021826034,-2.5606284929583314,0.018897347537858877,2.7523298280526864,0.006583777793068479,0.017353728264424717,0.0015436192734341603
29,1.865687673383281,-2.654541882096291,0.018095311850629514,2.89999982714653,0.0,0.0,1.871779006370449,-2.6510875380482015,0.020121378860494588,2.8489286118163246,0.007002630246066991,0.018095311850629514,0.0020260670098650735
30,1.9317257174923668,-2.744777012376549,0.018279324965988053,2.9999998211860657,0.0,0.0,1.9381370150837436,-2.7410581123394766,0.020519192192296032,2.9453370619155477,0.0074118118089258255,0.018279324965988053,0.002239867226307979
31,1.9979875079866578,-2.8351559546413125,0.018447804057359463,3.099999815225601,0.0,0.0,2.004636817781407,-2.8311250635536145,0.02050300822702411,3.041798877711048,0.007775693133569042,0.018447804057359463,0.0020552041696646484
32,2.064235443928039,-2.9253207882536323,0.019475001867249375,3.1999998092651367,0.0,0.0,2.071411306106911,-2.9212568824340486,0.020931420540364343,3.138066667194697,0.008246716226511741,0.019475001867249375,0.0014564186731149675
33,2.130710838278827,-3.015452857983758,0.020787730023585027,3.2999998033046722,0.0,0.0,2.137971660559889,-3.010812258882846,0.022531775683091837,3.234222104688178,0.008617116699485549,0.020787730023585027,0.00174404565950681
34,2.1976968360790767,-3.105939846743078,0.02163814045707113,3.3999997973442078,0.0,0.0,2.2053093070180876,-3.1009859149145464,0.02366654136676516,3.3305246947370497,0.009082464112729746,0.02163814045707113,0.002028400909694028
35,2.2646791409211664,-3.19618317224834,0.022157632829475915,3.4999997913837433,0.0,0.0,2.272885690707065,-3.1912834996797237,0.02430409703629266,3.426602395963492,0.009557941758981508,0.022157632829475915,0.002146464206816745
36,2.3314902311938366,-3.2859734038207344,0.022813092826254433,3.599999785423279,0.0,0.0,2.3401379628497585,-3.28094859325869,0.02457660464096989,3.5223199314923965,0.01000159907101189,0.022813092826254433,0.0017635118147154571
37,2.3982608264638623,-3.375511117249673,0.022953281393711222,3.6999997794628143,0.0,0.0,2.4073549284531803,-3.370346275935462,0.025562134263964253,3.6178169666845976,0.010458406991176915,0.022953281393711222,0.002608852870253031
38,2.4649330223424717,-3.464579586122127,0.024370051902224077,3.79999977350235,0.0,0.0,2.4747554788453288,-3.459497057052482,0.02676523911759432,3.7129119217437356,0.011059509640770855,0.024370051902224077,0.0023951872153702425
39,2.5318703674190903,-3.5536174983856625,0.025286070402216865,3.8999997675418854,0.0,0.0,2.5417295655200847,-3.5477936544044297,0.028255861876459676,3.8078833202073215,0.011450805470026639,0.025286070402216865,0.002969791474242811
40,2.5989931181465664,-3.6426503981909066,0.02548904929062701,3.999999761581421,0.0,0.0,2.609590221463111,-3.6369155825783954,0.02816119852468546,3.9027838190692767,0.012049344746127013,0.02548904929062701,0.002672149234058452
41,2.6660731730608367,-3.731546815368008,0.026063640860229498,4.099999755620956,0.0,0.0,2.676855358989548,-3.7253018506750375,0.028570273583682138,3.9975726484275014,0.012460141147585382,0.026063640860229498,0.0025066327234526398
42,2.733334006309024,-3.820262158056592,0.02640736457760795,4.199999749660492,0.0,0.0,2.7446180766266846,-3.8140290485186865,0.028332787811450544,4.092127974416235,0.012891155783925343,0.02640736457760795,0.0019254232338425936
43,2.8007414422282277,-3.9089112038508333,0.02714592229676782,4.2999997437000275,0.0,0.0,2.8121969435693095,-3.902263734007266,0.02957054764374334,4.1865692701928,0.013244522124133493,0.02714592229676782,0.0024246253469755175
44,2.8680782156290845,-3.997187487615441,0.026794894100021338,4.399999737739563,0.0,0.0,2.8798333813035524,-3.99014724483544,0.02944112322984438,4.280688187786483,0.013702150868952998,0.026794894100021338,0.002646229129823041
45,2.9353647299893586,-4.08524293091353,0.027177424602996325,4.4999997317790985,0.0,0.0,2.947572432509712,-4.078088768270223,0.030241888349337387,4.374619125524478,0.014149559850127625,0.027177424602996325,0.0030644637463410618
46,3.002745441159702,-4.173213287250721,0.027372386462957365,4.599999725818634,0.0,0.0,3.0152930634512236,-4.165769622931193,0.03050912504659209,4.468437130669658,0.014589412725414867,0.027372386462957365,0.003136738583634724
47,3.0703638399717064,-4.261349638675978,0.027702942676114617,4.6999997198581696,0.0,0.0,3.08319104708891,-4.253472105627459,0.03087726623743947,4.562325486422162,0.01505299868325719,0.027702942676114617,0.0031743235613248544
48,3.1382328997656685,-4.349673957801911,0.028181106066767825,4.799999713897705,0.0,0.0,3.15140820641131,-4.341339474604168,0.031203666685541975,4.656300299994694,0.015590135194414939,0.028181106066767825,0.0030225606187741505
49,3.2062103442432344,-4.437994948678211,0.028873838466097368,4.899999707937241,0.0,0.0,3.2197850557932526,-4.429451995471128,0.03189119770649995,4.750233844039288,0.016039165912372533,0.028873838466097368,0.003017359240402584
50,3.2740864792718014,-4.525975380752637,0.02985884806184913,4.999999701976776,0.0,0.0,3.288197575333746,-4.517359179832347,0.03264660759123217,4.8438857954628585,0.016533661130198326,0.02985884806184913,0.002787759529383038
51,3.3419219570403884,-4.613512966703989,0.030496968694933457,5.099999696016312,0.0,0.0,3.3560992688009375,-4.604410758815075,0.033118174394985544,4.937138769594038,0.01684774041848944,0.030496968694933457,0.002621205700052087
52,3.410032295078046,-4.701156288756167,0.031092806875676615,5.199999690055847,0.0,0.0,3.424594058692836,-4.6919689192531076,0.03384175190694805,5.030392999199493,0.017217802355665272,0.031092806875676615,0.0027489450312714325
53,3.478390376079833,-4.788872473598974,0.03155612047339673,5.299999684095383,0.0,0.0,3.4930698277280645,-4.7792261180649955,0.03417897152939986,5.123627624978502,0.017565263327962845,0.03155612047339673,0.002622851056003128
54,3.5468095362966117,-4.876511144458439,0.03196303099321085,5.399999678134918,0.0,0.0,3.5620847512000613,-4.866959358918034,0.03479694916859444,5.216768601714478,0.018015792998268148,0.03196303099321085,0.0028339181753835874
55,3.6151479624734124,-4.963870048229175,0.03226276982968557,5.499999672174454,0.0,0.0,3.630736528924477,-4.954069813621408,0.03518762856947433,5.30967718635226,0.01841325615871702,0.03226276982968557,0.0029248587397887604
56,3.6836870273760045,-5.051332504307452,0.032327675082342466,5.599999666213989,0.0,0.0,3.699612390961551,-5.041199242446925,0.03566787102136004,5.402611794201319,0.018875915905350146,0.032327675082342466,0.003340195939017576
57,3.7523495311953936,-5.138901278637085,0.03243016604028526,5.699999660253525,0.0,0.0,3.768676874560372,-5.128358637092139,0.03543999780777085,5.495602549020264,0.019435262594138563,0.03243016604028526,0.0030098317674855934
58,3.821000265745352,-5.22629901082034,0.03308205389112118,5.79999965429306,0.0,0.0,3.837805458776524,-5.215666312252672,0.036045292696144315,5.5884380582031925,0.01988639715096297,0.03308205389112118,0.0029632388050231384
59,3.8897862034909694,-5.313512768341076,0.03361758928440395,5.899999648332596,0.0,0.0,3.9068517616928427,-5.302528950401184,0.0370777599291614,5.681054130453757,0.020294766154805098,0.03361758928440395,0.0034601706447574543
60,3.9589115757077447,-5.40089105528466,0.033997119066043524,5.999999642372131,0.0,0.0,3.976299163479321,-5.389479190554835,0.037293213956218096,5.773704589510413,0.02079804955100624,0.033997119066043524,0.0032960948901745724
61,4.02792768042882,-5.4878932783958945,0.03471099533999222,6.099999636411667,0.0,0.0,4.04574725175708,-5.476252730339603,0.037324983977669035,5.866042518242892,0.02128472413196306,0.03471099533999222,0.0026139886376768118
62,4.097070138199753,-5.574795088537226,0.0362283265676524,6.199999630451202,0.0,0.0,4.115285057857948,-5.562974665146905,0.038805057296485757,5.958242419418643,0.021714182169285827,0.0362283265676524,0.002576730728833354
63,4.1666327367538685,-5.66179159010481,0.03724872735256213,6.299999624490738,0.0,0.0,4.18508395968403,-5.649402686145423,0.04009423847492144,6.050383317400118,0.02222459378556605,0.03724872735256213,0.002845511122359312
64,4.2364789965266,-5.7488521905100365,0.03765943039252306,6.399999618530273,0.0,0.0,4.255473789136481,-5.73630632981373,0.04086307453871996,6.142485082616579,0.022764023521853912,0.03765943039252306,0.0032036441461968934
65,4.306514994432111,-5.835982103696886,0.03789512414005003,6.499999612569809,0.0,0.0,4.3257872320884605,-5.822972482088036,0.04122340920912393,6.234585943322701,0.023252298782879058,0.03789512414005003,0.0033282850690738996
66,4.376640475677294,-5.923087361020273,0.0381365407629346,6.5999996066093445,0.0,0.0,4.396513729421145,-5.909986950699528,0.04150233604195819,6.326633363122682,0.023802667181208555,0.0381365407629346,0.0033657952790235868
67,4.446694176258282,-6.0099823591391015,0.03833500362452469,6.69999960064888,0.0,0.0,4.467000910975896,-5.99653542288088,0.04182082490478933,6.41851020819873,0.024355360182601152,0.03833500362452469,0.003485821280264645
68,4.517000544222913,-6.097068307606113,0.03849651087875827,6.7999995946884155,0.0,0.0,4.537616827299172,-6.0831185423122704,0.042104278722035815,6.510478216847151,0.024892309648438332,0.03849651087875827,0.003607767843277543
69,4.587390554886443,-6.184128335060418,0.03859224493135116,6.899999588727951,0.0,0.0,4.6086492969884265,-6.170016643693815,0.04245625308431045,6.602393793761661,0.02551615074780901,0.03859224493135116,0.0038640081529592862
70,4.65783970905288,-6.271095578774571,0.03888239970183349,6.999999582767487,0.0,0.0,4.6794342525607675,-6.2564667317985565,0.04269756174653594,6.69420291238358,0.026083087876279526,0.03888239970183349,0.003815162044702447
71,4.728749943672567,-6.358401275197512,0.04030960102318204,7.099999576807022,0.0,0.0,4.750573489226915,-6.3431616231649866,0.043231429199295235,6.786169140175747,0.026617928819409328,0.04030960102318204,0.002921828176113195
72,4.800059401352589,-6.445796601128441,0.04162479252772755,7.199999570846558,0.0,0.0011912027839571238,4.822340971321134,-6.430273815561609,0.04529470335000951,6.878081610468845,0.0271555746029621,0.040433589743770426,0.003669910822281963
73,4.87176371252679,-6.533348348766229,0.0431695386323554,7.299999493937902,0.00011912024312436161,0.0031148497946560383,4.8942979248428715,-6.517173866224354,0.04567721988314588,6.970116654599744,0.027738143596925585,0.04005468883769936,0.0025076812507904833
74,4.943818899290054,-6.6209641023805625,0.044387402853317326,7.399999002863396,0.00043060470033806067,0.006138253025710583,4.966885681943629,-6.604564710244633,0.04824558961445291,7.0622721958409755,0.028302235325416578,0.03824914982760674,0.0038581867611355847
75,5.016108124327145,-6.708526935687498,0.04496760174151859,7.499997113001449,0.0010444261116961126,0.010992766823619604,5.039483426646558,-6.691609971602218,0.04818312301540573,7.154582613062299,0.02885460851210087,0.03397483491789899,0.003215521273887134
76,5.08926505864159,-6.79670896100229,0.04794335548285744,7.599991065056066,0.0021436805890697793,0.015847280621528625,5.112381608648847,-6.778950459165624,0.04971373711487104,7.24763011758739,0.02915028767818369,0.032096074861328816,0.0017703816320135957
77,5.163892219015517,-6.885444121499526,0.052124936100881314,7.699978502543982,0.0037283422271445123,0.020701794419437647,5.186803819724223,-6.867211210720036,0.054041631303334725,7.34114642766857,0.02928106013326667,0.03142314168144367,0.0019166952024534112
78,5.240109570803092,-6.974608528191224,0.05549121737931273,7.799957069135456,0.005798373681375413,0.026654974557459354,5.262880035565858,-6.955656806101266,0.058101297605389846,7.434978125753235,0.02962535798412147,0.028836242821853375,0.002610080226077116
79,5.317785107445193,-7.064312088184924,0.05890978939351044,7.899921540896929,0.008463555355631116,0.03480657748878002,5.340571619113231,-7.0446982142939065,0.061324366617554915,7.5293813733147665,0.030065414732053347,0.024103211904730415,0.0024145772240444785
80,5.396032859942277,-7.153248662463218,0.064142612474825,7.999860966163533,0.011943510138103155,0.04698771331459284,5.41962256097288,-7.133983410405519,0.06560008578708221,7.623640841294598,0.03045691927230818,0.017154899160232162,0.001457473312257207
81,5.474418154144437,-7.240400222500111,0.07077491769086919,8.099750588258777,0.01664055235383435,0.06173240393400192,5.498590826441901,-7.221350708568244,0.07244610531961371,7.717318912517836,0.030776648080012996,0.009042513756867265,0.0016711876287445193
82,5.5535265678873404,-7.326350860329033,0.07633583314236603,8.199560098329208,0.022809872203523065,0.07794307358562946,5.577934978042404,-7.307185345166049,0.07965753718053747,7.810995897887868,0.031033650409843443,0.0016072404432634357,0.003321704038171447
83,5.63345495935924,-7.411278039203298,0.0810979923371633,8.299256489999353,0.030596289599224263,0.09342020843178034,5.65829820697138,-7.3921163795264855,0.08434001008754421,7.904934618733615,0.03137445064838726,0.012322216094617033,0.00324201775038091
84,5.714233744120455,-7.495131166681034,0.08682553117614589,8.398820434565323,0.039924727323270855,0.10816489905118942,5.739279909310393,-7.475711985485131,0.0897951724637096,7.999004502079165,0.03169250682797055,0.021339367875043536,0.002969641287563718
85,5.796095919054412,-7.578238420303691,0.09329777324091992,8.4982360164884,0.05072013740362315,0.12217714544385672,5.821412161354785,-7.558341396846188,0.09614022240748454,8.093365788185793,0.032199435813063615,0.028879372202936793,0.00284244916656462
86,5.878962085665966,-7.660728583160436,0.09976717570316396,8.597490575795995,0.06290747774359765,0.13545694760978222,5.904627660487764,-7.6403544216573245,0.10276086047997524,8.188098140163309,0.032769317781854324,0.03568977190661826,0.0029936847768112784
87,5.962164534756227,-7.741690750832114,0.10617904757600627,8.696574542593641,0.07641178563218928,0.14873674977570772,5.988741821039501,-7.721733811148603,0.10897963146453549,8.282495116909576,0.03323599837095926,0.04255770219970145,0.002800583888529218
88,6.045961788053704,-7.820985196525856,0.11278816984486184,8.795470443368917,0.09123067957722215,0.16604608576744795,6.072537086311928,-7.80060903692935,0.11571064104100515,8.376333202285524,0.03348782401733273,0.05325791592258611,0.002922471196143306
89,6.13120738920916,-7.899432767304982,0.11906814222675166,8.89409503685398,0.10775909050548023,0.18335542175918818,6.1578516355589255,-7.878496716134597,0.12250389369910408,8.47045864173213,0.033885603169428465,0.06428727953243651,0.003435751472352422
90,6.217469347749697,-7.9767201703032455,0.12494433784377179,8.992418774565179,0.12599206641196337,0.2002985356375575,6.244506655215679,-7.955689847121587,0.12870463148465205,8.564711898972314,0.03425332813224268,0.07535419779378572,0.0037602936408802634
91,6.304130664680339,-8.052210601983413,0.1309388514746388,9.09041949115321,0.1458882558998904,0.21724164951592684,6.331840216590722,-8.031239711472516,0.13489930263494898,8.658650605501707,0.03475050382216413,0.08630279804128804,0.0039604511603101855
92,6.391829701634433,-8.126721009601555,0.13630415705483756,9.188069054312791,0.16744194752452812,0.23455098550766706,6.419376102220388,-8.104724051915172,0.14133510158171703,8.752833465617268,0.03525152950863931,0.0982468284528295,0.005030944526879466
93,6.480781397960721,-8.200617478369056,0.141512477039214,9.285330927832312,0.1906825750414413,0.2518603214994073,6.508815753226152,-8.178374041513603,0.14667231893872668,8.847565464684054,0.03578680704241329,0.1103478444601933,0.005159841899512685
94,6.570308151233294,-8.273384263428982,0.14789265088256798,9.382175971506697,0.21560317542773738,0.2691696574911475,6.598905745518235,-8.250667283975671,0.15325371480321337,8.94256721393562,0.03652237060170391,0.12127700660857954,0.0053610639206453925
95,6.660806181324134,-8.345271333592333,0.1545361412827333,9.478575170015443,0.24219628233119078,0.28611277136951685,6.689654236303813,-8.32179210356702,0.16033686117043544,9.037943467856262,0.03719522171855007,0.13157663008678355,0.005800719887702144
96,6.752237767853755,-8.416048652652863,0.16094740919288597,9.574509983757734,0.27041879675033736,0.3023234410211444,6.781833125871988,-8.391995368434548,0.16690693075543095,9.133451549671948,0.03813719572693367,0.14137603182825842,0.005959521562544978
97,6.844504444898966,-8.485576627626267,0.16745399424326024,9.669974706801591,0.30019270247442525,0.31816679891198874,6.874425266542422,-8.460780542665884,0.1735221480648761,9.228923280786011,0.03886002312379763,0.1507128046687285,0.0060681538216158515
98,6.938099570573249,-8.5541826758558,0.17399206265326939,9.764955749791115,0.33147528997177766,0.3340101568028331,6.968185777261786,-8.528441818557251,0.1802619283716922,9.324485687889565,0.039595095243850735,0.1600180941495637,0.006269865718422807
99,7.032713052458173,-8.621892187419792,0.1808693806779047,9.859429271844464,0.3642587071021283,0.3498535146936774,7.063417628612888,-8.595324991356701,0.18688379718696524,9.4202564977849,0.04060279428186468,0.16898413401577272,0.006014416509060538
100,7.127560106578025,-8.687769058183436,0.1883459563505312,9.953371559470973,0.3985347250068593,0.36569687258452177,7.15917434298129,-8.661325952182747,0.19415123645921994,9.515572857569808,0.04121526171608264,0.17735091623399057,0.0058052801086887484
101,7.223321026824909,-8.75188500436705,0.1961320994560083,10.046759032523397,0.4342947401745002,0.3819075422361493,7.254748360537685,-8.724816809606594,0.20184746269842435,9.610291383254108,0.04147727657265141,0.18577544278014102,0.0057153632424160605
102,7.320366139223006,-8.814729914118612,0.2038549326498469,10.139554566989391,0.4715638640047949,0.39921687822788954,7.352312560096646,-8.787309226802247,0.2096813905682211,9.70479652155909,0.042100687637348255,0.19536194557804265,0.005826457918374217
103,7.41810891002755,-8.875687344561891,0.21117098928880296,10.231691128849628,0.5104335536933161,0.41725865844637156,7.4504864077228214,-8.848064547214658,0.21737534158637573,9.79875045190635,0.04255962041998932,0.2060876691575686,0.006204352297572768
104,7.516386660552782,-8.934901117587964,0.2182633166339656,10.323111455268334,0.5509591348168997,0.43639910500496626,7.549407649114216,-8.90673285439648,0.22487223359530617,9.892383373152576,0.043403188094874506,0.21813578837100067,0.006608916961340583
105,7.615970718686216,-8.993311961287532,0.22536743359160027,10.41373940561583,0.5932270117888844,0.45553955156356096,7.64863478730121,-8.963974969402466,0.23265529635136772,9.98645277903405,0.04390444705664156,0.2301721179719607,0.0072878627597674495
106,7.716549571986086,-9.050526854385074,0.23304748834561906,10.503541778749442,0.6372216999623312,0.47467999812215567,7.750262630170757,-9.02070538139015,0.24040276908090163,10.080664542222399,0.04500989384291033,0.2416325097765366,0.007355280735282577
107,7.817493471309409,-9.105846799104551,0.24129217603694997,10.592485675972998,0.6829270820807717,0.4934542225673795,7.851562675655771,-9.075176725586182,0.24931008253952314,10.17451108569447,0.04584063802366093,0.2521620465304295,0.008017906502573169
108,7.919476135677223,-9.159699359479946,0.2497556481648644,10.680555865867548,0.7302941641087485,0.5122284470126033,7.953951052437386,-9.12794555864751,0.2578984515439515,10.268180616501358,0.04687028646089394,0.2624727988477389,0.008142803379087127
109,8.022491303601024,-9.211950778176766,0.2580965479974111,10.767721307112625,0.7793062509900281,0.531368893571198,8.057330541078532,-9.179442848334673,0.26683218848666,10.361539692297432,0.04765016233584685,0.2732723455737869,0.008735640489248908
110,8.12627656687151,-9.262537823814,0.26617631894987426,10.853932726073648,0.8299776437934058,0.5505093401297927,8.161704139517614,-9.22897177591653,0.27498343658407975,10.454615085536535,0.048803611291072975,0.28433302117991843,0.008807117634205497
111,8.230913693328166,-9.31164747475217,0.27432736308765016,10.939158539584383,0.882289779281651,0.5692835645750165,8.266467362475876,-9.277116860868702,0.28341718555202533,10.547556441491649,0.049562351488140824,0.29495620148736634,0.009089822464375175
112,8.336560673725465,-9.359054903306623,0.28193409528103075,11.023387271621962,0.936192650329944,0.5884240111336112,8.372476314663361,-9.323665746119316,0.29177863781114866,10.64007327784089,0.050421480644738934,0.30648991585258045,0.009844542530117906
113,8.44275261105871,-9.40476788155038,0.2897923101809283,11.106568913223404,0.9916977249483654,0.6075644576922059,8.479223949795966,-9.368458970166202,0.2993005251209979,10.73230703990478,0.05146353655931351,0.3177721475112776,0.009508214940069593
114,8.549562717698938,-9.448835638136726,0.2983508368160983,11.188672991167806,1.048784669102056,0.6267049042508006,8.586312390033102,-9.411644105115654,0.3080712880637293,10.824275271374107,0.05228526126095133,0.3283540674347023,0.00972045124763099
115,8.657058277959013,-9.491056777684618,0.3063663306784292,11.269669426994877,1.1074325692453548,0.6454791286960244,8.69430567711095,-9.453075974235146,0.31673923671951343,10.91575528550611,0.053196900043622014,0.3391127980175952,0.010372906041084207
116,8.764820156682923,-9.530954925258222,0.3142713445377012,11.349550584614358,1.1675906897718382,0.6638871310278773,8.802685292016271,-9.492494692976225,0.32456199430635024,11.006348607142767,0.05397182543696225,0.3496157864901761,0.010290649768649018
117,8.873218465898322,-9.56913155647324,0.32251381940659485,11.428310880285899,1.229208987651921,0.6822951333597302,8.911143822495456,-9.529107528968293,0.3330979726906662,11.096515477975876,0.05513851150272798,0.3597813139531354,0.010584153284071363
118,8.982823115347603,-9.606173253957095,0.3304378797438403,11.505923626478577,1.2922665838346026,0.7003369135782123,9.020761079307123,-9.564924309385665,0.3415690118144994,11.186689728746147,0.05604252436900702,0.36989903383437195,0.011131132070659078
119,9.094018433217869,-9.638841826065493,0.33865488852825365,11.582386131740408,1.3567141136320384,0.7165475832298398,9.13223101001711,-9.596561381843086,0.34944095627179195,11.273607418482694,0.05698979723846977,0.37789269470158615,0.010786067743538297
120,9.206043216898493,-9.67002071757464,0.3472203320961853,11.657793898732564,1.4223926297934442,0.7327582528814673,9.244267299937201,-9.626526593728194,0.3578920148011093,11.360137115138333,0.05790353472215744,0.38553792078528204,0.010671682704924024
121,9.318376166783214,-9.699579188801234,0.35507962267365656,11.732127111797816,1.4892848733146713,0.7489689225330949,9.357314720561972,-9.65525914067374,0.3663009263273125,11.446260202575676,0.0589955730237837,0.3938892998594383,0.011221303653655923
122,9.431309430342019,-9.727425927274448,0.3630668574151059,11.805366237650277,1.5573732662482274,0.7651795921847224,9.470029741960508,-9.68180002340485,0.3736657046410983,11.531818527988406,0.05984133718217374,0.4021127347696165,0.010598847225992358
